dimension,edi_score,mi_score,wilcoxon_score,rfe_score
308,1.0,1.0,1.0,1.0
738,0.9489122528047874,0.9315924114899178,1.0,0.8129688525340196
463,0.9126332244565596,0.6205661751247455,1.0,0.9425999471580528
523,0.9082613629591947,0.5858495341403107,1.0,0.9554572806556625
71,0.8961630324748089,0.5801839835476597,1.0,0.9006311788263849
694,0.8830487343528315,0.5442040493567167,1.0,0.8710396224074408
227,0.8716501027213339,0.5705892449491592,1.0,0.7876612686575104
365,0.8486149985575905,0.5076889445892192,1.0,0.7353860481987333
667,0.8439001121909119,0.4102339388086922,1.0,0.809266622145867
338,0.8435836029082742,0.5257398206828302,1.0,0.6921781938585407
760,0.8385249180504146,0.4912034972030568,1.0,0.701421093049016
478,0.8320857328158913,0.5110688611184265,1.0,0.6493598029610299
631,0.8314406760380786,0.37652135615036314,1.0,0.7806820240400298
550,0.8168037051859611,0.37292718847652373,1.0,0.711091337453282
477,0.8123945338729033,0.3389346944924934,1.0,0.7230379748720226
181,0.7933248155929785,0.19711740392438268,1.0,0.7695066740405098
127,0.791721064212244,0.21263546993915,1.0,0.7459698511220698
92,0.7724765686464554,0.1782164361042718,1.0,0.6841664071280052
83,0.7659362039519826,0.181385185407217,1.0,0.6482958343526962
286,0.7527206600755504,0.763603300377752,1.0,0.0
93,0.7478894415133266,0.7394472075666333,1.0,0.0
744,0.7436385140607493,0.7181925703037465,1.0,0.0
67,0.7325036819320354,0.6625184096601772,1.0,0.0
452,0.7257746632721993,0.6288733163609967,1.0,0.0
581,0.7207232531633522,0.6036162658167609,1.0,0.0
384,0.7162235036521853,0.5811175182609271,1.0,0.0
421,0.7123285955938122,0.561642977969061,1.0,0.0
476,0.7117083794760858,0.5585418973804289,1.0,0.0
141,0.7116890823587407,0.5584454117937035,1.0,0.0
665,0.7107089343116041,0.5535446715580206,1.0,0.0
576,0.7082361827280745,0.541180913640373,1.0,0.0
439,0.7074731281596843,0.5373656407984215,1.0,0.0
