dimension,edi_score,mi_score,wilcoxon_score,rfe_logistic_score
0,,0.26203313546352036,,0.4949319156028424
1,,0.4635417606864965,,0.4949319156028424
2,,0.24545445591576795,,0.4949319156028424
3,,0.1593543101859188,,0.4949319156028424
4,,0.22055624036684018,,0.4949319156028424
5,,0.33425454339358535,,0.7517176900808865
6,,0.23081251276599016,,0.4949319156028424
7,,0.13348343062753948,,0.4949319156028424
8,,0.2740465181208762,,0.4949319156028424
9,,0.4310266266081901,,0.4949319156028424
10,,0.24806659370451556,,0.4949319156028424
11,,0.26614849462069684,,0.4949319156028424
12,,0.46754436774048924,,0.4949319156028424
13,,0.13411644723397315,,0.4949319156028424
14,,0.14412672659461767,,0.4949319156028424
15,,0.2953740742170888,,0.4949319156028424
16,,0.25180023024494425,,0.4949319156028424
17,,0.39801252045395474,,0.4949319156028424
18,,0.29958228576420337,,0.4949319156028424
19,,0.17910525725372978,,0.4949319156028424
20,,0.25773458508087543,,0.4949319156028424
21,,0.04593343489422708,,0.4949319156028424
22,,0.20926381291108875,,0.4949319156028424
23,,0.377808295780934,,0.4949319156028424
24,,0.2995021186863465,,0.0
25,,0.22740000044389755,,0.4949319156028424
26,,0.5291611308215028,,0.4949319156028424
27,,0.3201636493436107,,0.4949319156028424
28,,0.44011102363821236,,0.4949319156028424
29,,0.18731353989634544,,0.4949319156028424
30,,0.19114925100685062,,0.4949319156028424
31,,0.24596055232560105,,0.4949319156028424
32,,0.12085322337976086,,0.4949319156028424
33,,0.39340931506311,,0.4949319156028424
34,,0.32461371741778067,,0.4949319156028424
35,,0.10785415261187872,,0.4949319156028424
36,,0.3308230420052733,,0.4949319156028424
37,,0.2576606971568404,,0.4949319156028424
38,,0.39576730509574876,,0.4949319156028424
39,,0.36486694654209584,,0.4949319156028424
40,,0.22920129495948943,,0.4949319156028424
41,,0.14347080663010128,,0.4949319156028424
42,,0.2532943302550511,,0.4949319156028424
43,,0.22909683529694527,,0.4949319156028424
44,,0.32484952664548256,,0.4949319156028424
45,,0.16029582234405912,,0.4949319156028424
46,,0.2237900450901634,,0.4949319156028424
47,,0.4185414445380438,,0.4949319156028424
48,,0.3953215551985459,,0.4949319156028424
49,,0.30852275800444534,,0.4949319156028424
50,,0.26861203602658457,,0.4949319156028424
51,,0.3125819663774467,,0.4949319156028424
52,,0.14944896246067632,,0.4949319156028424
53,,0.3923620200874379,,0.4949319156028424
54,,0.2646000181813836,,0.4949319156028424
55,,0.3098493028421709,,0.4949319156028424
56,,0.1690969440090758,,0.4949319156028424
57,,0.45136415423515125,,0.4949319156028424
58,,0.16068884851622553,,0.4949319156028424
59,,0.19721704242752655,,0.4949319156028424
60,,0.21256236090963046,,0.4949319156028424
61,,0.21542350551733003,,0.4949319156028424
62,,0.4195214326034672,,0.4949319156028424
63,,0.10220259806170195,,0.4949319156028424
64,,0.3591631833160184,,0.4949319156028424
65,,0.1853898308627155,,0.4949319156028424
66,,0.39569135806029054,,0.25313042298232746
67,,0.5017429636118913,,0.4949319156028424
68,,0.3320309567452352,,0.4949319156028424
69,,0.3378222951186475,,0.4949319156028424
70,,0.1620972323109628,,0.4949319156028424
71,,0.3127477235974748,,0.4949319156028424
72,,0.0922412071355576,,0.4949319156028424
73,,0.22913301682686907,,0.4949319156028424
74,,0.2640747874749936,,0.4949319156028424
75,,0.8352779794741769,,0.4949319156028424
76,,0.319399041548317,,0.4949319156028424
77,,0.1540982040361143,,0.4949319156028424
78,,0.5000598913949331,,0.4949319156028424
79,,0.32270935364498105,,0.4949319156028424
80,,0.30055368391449117,,0.4949319156028424
81,,0.4261211869965724,,0.4949319156028424
82,,0.43696827505891633,,0.4949319156028424
83,,0.2594920236837153,,0.4949319156028424
84,,0.266730497969058,,0.4949319156028424
85,,0.22983563938476634,,0.4949319156028424
86,,0.11753586518488122,,0.4949319156028424
87,,0.40382948777840133,,0.4949319156028424
88,,0.21796251482452272,,0.4949319156028424
89,,0.6383658360954725,,0.4949319156028424
90,,0.17014242493835555,,0.4949319156028424
91,,0.1481029295424001,,0.4949319156028424
92,,0.20945795019983857,,0.4949319156028424
93,,0.18763162693408317,,0.4949319156028424
94,,0.26803725482593094,,0.4949319156028424
95,,0.36810943777484234,,0.4949319156028424
96,,0.3711852030820243,,0.4949319156028424
97,,0.10655203443338139,,0.4949319156028424
98,,0.2909527933331796,,0.4949319156028424
99,,0.08771429272868503,,0.4949319156028424
100,,0.14147999402921255,,0.4949319156028424
101,,0.19893483838940454,,0.4949319156028424
102,,0.2553632295130626,,0.4949319156028424
103,,0.39696663237433777,,0.4949319156028424
104,,0.4094955363870829,,0.4949319156028424
105,,0.35265090272517885,,0.4949319156028424
106,,0.05695730466698607,,0.4949319156028424
107,,0.24347168218748771,,0.4949319156028424
108,,0.2892337561727811,,0.4949319156028424
109,,0.41817893634348907,,0.4949319156028424
110,,0.24287350098100607,,0.4949319156028424
111,,0.09624250893656836,,0.4949319156028424
112,,0.11158147492788985,,0.4949319156028424
113,,0.5155541923469256,,0.4949319156028424
114,,0.41893327747166925,,0.4949319156028424
115,,0.32868791040922496,,0.4949319156028424
116,,0.17360810008138144,,0.4949319156028424
117,,0.18148864972911888,,0.4949319156028424
118,,0.30815504632873647,,0.4949319156028424
119,,0.08909903037898684,,0.4949319156028424
120,,0.16579235172475842,,0.4949319156028424
121,,0.30604179227188266,,0.4949319156028424
122,,0.22930089735805678,,0.4949319156028424
123,,0.13149652008682342,,0.4949319156028424
124,,0.18373271302165223,,0.4949319156028424
125,,0.2596640425631769,,0.2252447172618368
126,,0.21025229140991278,,0.4949319156028424
127,,0.2894879586018079,,0.4949319156028424
128,,0.7128606606035733,,0.4949319156028424
129,,0.3279112988434145,,0.4949319156028424
130,,0.36512471756476605,,0.4949319156028424
131,,0.41087311709007224,,0.4949319156028424
132,,0.24398201931473282,,0.4949319156028424
133,,0.2916011479206167,,0.4949319156028424
134,,0.22741423202286812,,0.4949319156028424
135,,0.11970727762545272,,0.4949319156028424
136,,0.19213742393743408,,0.4949319156028424
137,,0.3869022480777422,,0.4949319156028424
138,,0.07918509862481407,,0.4949319156028424
139,,0.20518848564267428,,0.4949319156028424
140,,0.18682112682744803,,0.4949319156028424
141,,0.3218984502211753,,0.4949319156028424
142,,0.3100613480362158,,0.4949319156028424
143,,0.16712491803770993,,0.4949319156028424
144,,0.43146702437692785,,0.4949319156028424
145,,0.3439872258419796,,0.4949319156028424
