dimension,w_statistic,p_value,p_value_bonferroni,p_value_bh
0,246256.0,0.6619714598993127,1.0,0.9993012931021437
1,240893.0,0.30572200248057013,1.0,0.9993012931021437
2,249452.0,0.930392509098945,1.0,0.9993012931021437
3,241314.0,0.32799709131361854,1.0,0.9993012931021437
4,246621.0,0.6911911402484628,1.0,0.9993012931021437
5,236376.0,0.12884266310912412,1.0,0.9993012931021437
6,243341.0,0.4494838263292451,1.0,0.9993012931021437
7,240172.0,0.26995671178944103,1.0,0.9993012931021437
8,238726.0,0.2071485977731934,1.0,0.9993012931021437
9,249685.0,0.9506852588582116,1.0,0.9993012931021437
10,249996.0,0.9778189109767603,1.0,0.9993012931021437
11,245172.0,0.5783132926042653,1.0,0.9993012931021437
12,236151.0,0.12275542499217905,1.0,0.9993012931021437
13,245330.0,0.5901938780018382,1.0,0.9993012931021437
14,242139.0,0.37462161902222013,1.0,0.9993012931021437
15,242558.0,0.3997963944272176,1.0,0.9993012931021437
16,240121.0,0.26754027525205815,1.0,0.9993012931021437
17,249762.0,0.9573991346272389,1.0,0.9993012931021437
18,244727.0,0.5454707696548118,1.0,0.9993012931021437
19,249015.0,0.8924647475827323,1.0,0.9993012931021437
20,247105.0,0.7306512858520615,1.0,0.9993012931021437
21,249434.0,0.9288265404103109,1.0,0.9993012931021437
22,242337.0,0.38639358981540584,1.0,0.9993012931021437
23,240115.0,0.26725696922148723,1.0,0.9993012931021437
24,242368.0,0.38825690893658227,1.0,0.9993012931021437
25,239233.0,0.2278377492853163,1.0,0.9993012931021437
26,234839.0,0.09161771167398751,1.0,0.9993012931021437
27,249909.0,0.9702245291011455,1.0,0.9993012931021437
28,248122.0,0.8158110832919587,1.0,0.9993012931021437
29,246858.0,0.7104166879983617,1.0,0.9993012931021437
30,248663.0,0.8620879885654147,1.0,0.9993012931021437
31,249897.0,0.9691772244640139,1.0,0.9993012931021437
32,247857.0,0.7933649506976601,1.0,0.9993012931021437
33,231951.0,0.04517162265279293,1.0,0.9993012931021437
34,247712.0,0.781153902178212,1.0,0.9993012931021437
35,246339.0,0.6685728441122554,1.0,0.9993012931021437
36,243606.0,0.46706160968476107,1.0,0.9993012931021437
37,243184.0,0.4392493370290068,1.0,0.9993012931021437
38,248153.0,0.8184471438109665,1.0,0.9993012931021437
39,249051.0,0.895581151443244,1.0,0.9993012931021437
40,246081.0,0.6481391620582702,1.0,0.9993012931021437
41,245797.0,0.625949282161393,1.0,0.9993012931021437
42,247593.0,0.7711724333702011,1.0,0.9993012931021437
43,244854.0,0.5547487849611459,1.0,0.9993012931021437
44,240227.0,0.2725794028156867,1.0,0.9993012931021437
45,239583.0,0.24295377823482578,1.0,0.9993012931021437
46,249753.0,0.9566142307161535,1.0,0.9993012931021437
47,240407.0,0.28128437566722797,1.0,0.9993012931021437
48,245678.0,0.6167496830700223,1.0,0.9993012931021437
49,243839.0,0.4828266259079521,1.0,0.9993012931021437
50,236434.0,0.13044922886390303,1.0,0.9993012931021437
51,243500.0,0.4599851377585331,1.0,0.9993012931021437
52,248419.0,0.8411476712898733,1.0,0.9993012931021437
53,239965.0,0.2602413060855071,1.0,0.9993012931021437
54,242395.0,0.38988425130254045,1.0,0.9993012931021437
55,247620.0,0.7734338816586408,1.0,0.9993012931021437
56,249167.0,0.9056336241060449,1.0,0.9993012931021437
57,248975.0,0.8890040252839255,1.0,0.9993012931021437
58,250189.0,0.9946723988115642,1.0,0.9993012931021437
59,247588.0,0.770753859341086,1.0,0.9993012931021437
60,244782.0,0.5494793423154779,1.0,0.9993012931021437
61,245094.0,0.5724899488101463,1.0,0.9993012931021437
62,242860.0,0.4185569821497107,1.0,0.9993012931021437
63,243279.0,0.4454261130398085,1.0,0.9993012931021437
64,243759.0,0.47738138840540245,1.0,0.9993012931021437
65,240801.0,0.3009910817582375,1.0,0.9993012931021437
66,239501.0,0.2393505927463201,1.0,0.9993012931021437
67,232680.0,0.05444807240274875,1.0,0.9993012931021437
68,241032.0,0.31296285085520725,1.0,0.9993012931021437
69,244694.0,0.5430726106685356,1.0,0.9993012931021437
70,241883.0,0.35973400677489886,1.0,0.9993012931021437
