Dimension,Mutual_Information
1,0.002514207562192221
2,0.005824668888575919
3,0.0019310052219198774
4,0.0011240900832019322
5,0.004413656724568386
6,0.002599617756310311
7,0.002438736264618095
8,0.001169015651962306
9,0.00207180346557894
10,0.0031862942164069467
11,0.0021673561975680197
12,0.0017398604338976424
13,0.0023666076325456124
14,0.002938378634643072
15,0.0019690877506506454
16,0.001095167022567171
17,0.000980331716729808
18,0.0019200167984224008
19,0.002907031787853002
20,0.0011186047475411835
21,0.0012648079415187585
22,0.003146692490640944
23,0.0025525688969601223
24,0.0011264597640070137
25,0.0017646522353788182
26,0.003931289872522191
27,0.0022002462177232378
28,0.0013187900854678067
29,0.0027315838882787866
30,0.0018951564915284306
31,0.0016060021950341716
32,0.002313457673709711
33,0.005426474664124707
34,0.004014065888721351
35,0.0009333548804536999
36,0.002772588210818931
37,0.0011758359108923408
38,0.002159504254475154
39,0.0035956907639853528
40,0.0023610248828539386
41,0.004600154636498981
42,0.0027907109183657394
43,0.0014248619365994294
44,0.0016631064039110337
45,0.0011224164128862883
46,0.001959640541684702
47,0.003136626964431253
48,0.0017484463857721996
49,0.002279287499308578
50,0.0013982611305191836
51,0.0030460713187974373
52,0.0037790471435068737
53,0.00293503612622422
54,0.0038498073986319363
55,0.002961186139588949
56,0.0029875314002981643
57,0.0011375660765719701
58,0.0015670432090171549
59,0.0011077267934114436
60,0.003374850885300588
61,0.0026487740534617207
62,0.004280342074289421
63,0.0020519449132710625
64,0.0024521427039927643
65,0.001770474202878423
66,0.0026201542634501566
67,0.003160063438755155
68,0.0010430377845059217
69,0.0012393599504114602
70,0.002407496812582753
71,0.0011973581538646453
72,0.0016548963610243032
73,0.001384535747536129
74,0.0013710137713257228
75,0.0019955677153143045
76,0.0016216370003000122
77,0.0015152065560150511
78,0.001856568894125075
79,0.001704690933000956
80,0.0016282632318379772
81,0.0021882371762341687
82,0.0015644207038739075
83,0.0038425126443624373
84,0.0033353848727985455
85,0.0014954143622901359
86,0.0028959134899746927
87,0.0021056940514153077
88,0.003506189787243034
89,0.002533518005164152
90,0.0009055986167242069
91,0.0032691483436787443
92,0.003976867519834192
93,0.0023207465534252833
94,0.002124478076333473
95,0.0017134031350099707
96,0.0021989161156079832
97,0.0025740602826781686
98,0.0017637477949470552
99,0.002563382886115538
100,0.0018533152848570333
101,0.0022650519499335595
102,0.002690249953119145
103,0.0015423417802695387
104,0.0032091586096525335
105,0.003226814367254825
106,0.0040164398152066835
107,0.0022071711169599144
108,0.0022498529598378096
109,0.0021638085505480058
110,0.0035026991980183705
111,0.0015784524872645349
112,0.002578471124891922
113,0.0009562073338831782
114,0.0023031997564083233
115,0.0015961540689715878
116,0.00322479664068042
117,0.0014570039271935768
118,0.0014025719936781793
119,0.002616175590847751
120,0.0010958547445704334
121,0.0015379417427595558
122,0.0013616962751487535
123,0.0011445392534150042
124,0.0024990074699925906
125,0.0023416348591074813
126,0.0020014360347618623
127,0.0017784063431504557
128,0.0016594616569868752
129,0.000991380236312726
130,0.0022109695983271375
131,0.0018623348033673308
132,0.0015059946348341606
133,0.0034806807159504997
134,0.0037210566408902787
135,0.0018092604131282257
