Epoch,Loss
0,0.0435171868884936
1,0.028250881528947502
2,0.020254748582374305
3,0.018386223557172343
4,0.0177061723661609
5,0.01703364760032855
6,0.016494543553562835
7,0.01603430023533292
8,0.015762127994094044
9,0.015340029494836926
10,0.0150552021805197
11,0.014795192109886557
12,0.014610323763918132
13,0.014302728726761416
14,0.014047585806110874
15,0.013882313069188967
16,0.013682077231351286
17,0.013594794436357915
18,0.013437698042253032
19,0.01332127588102594
20,0.013371945155085996
21,0.013015684147831053
22,0.01299679622752592
23,0.01286365176201798
24,0.012742276245262474
25,0.012641040695598349
26,0.012574503663927317
27,0.012484564940677956
28,0.012367283197818324
29,0.012305251613724977
30,0.012353539845207706
31,0.012207502062665299
32,0.011989123653620481
33,0.011985289020230994
34,0.011892033217009157
35,0.011846559820696712
36,0.01172352590947412
37,0.011736394604668021
38,0.011653503868728876
39,0.011573285941267386
40,0.01147735264385119
41,0.011539910774445161
42,0.011432527069700882
43,0.011390221712645143
44,0.011302279337542132
45,0.011264549219049513
46,0.011216599988983944
47,0.011225148802623153
48,0.011114683817140758
49,0.011074545880546793
50,0.01111754318117164
51,0.010982914274791256
52,0.011021180631360039
53,0.010934482212178409
54,0.010947702365228906
55,0.010871594335185364
56,0.010805277881445363
57,0.010756667441455647
58,0.010780725948279724
59,0.010803894401760772
60,0.010692461190046743
61,0.01072696316987276
62,0.010742095560999587
63,0.010653429693775252
64,0.010645317466696724
65,0.01058064610697329
66,0.010597247281111777
67,0.010495786584215239
68,0.010570580256171525
69,0.010487436811672524
70,0.010497308219783008
71,0.010490309359738603
72,0.010433252376969904
73,0.010535047185840085
74,0.010406781686469913
75,0.01038859854452312
76,0.010468881810083985
77,0.010356696991948411
78,0.010410487942863256
79,0.010306012976798229
80,0.010320902278181165
81,0.010406911111203954
82,0.01031975363730453
83,0.010413112817332149
84,0.010318091721273959
85,0.01027625470305793
86,0.01046797915478237
87,0.01030934223672375
88,0.010238999762805179
89,0.010333797632483765
90,0.01021002684137784
91,0.010256307432428002
92,0.01026580622419715
93,0.010283696959959343
94,0.010190829605562612
95,0.010162087419303134
96,0.010264960204949602
97,0.010218150855507702
98,0.010221626464044675
99,0.010188099142396823
