Dimension,Mutual_Information
1,0.07009205421537881
2,0.005271057556706142
3,0.002114735666982274
4,0.02071086777284862
5,0.026776144587285472
6,0.005043303436878211
7,0.15056121686687465
8,0.0276524305225331
9,0.019564534957957895
10,0.02390058540352489
11,0.005961568017234291
12,0.06351913186206065
13,0.004314404021063853
14,0.004035039692315605
15,0.01693996637761002
16,0.004226372299422625
17,0.0046185721349467565
18,0.021192646494888022
19,0.012458739562709077
20,0.03912438174555372
21,0.034272116526755554
22,0.007445064868294736
23,0.015129949285041279
24,0.007991466953360622
25,0.0010322277114297933
26,0.03935107378512453
27,0.003071908340626912
28,0.016431857750111904
29,0.010340886417332572
30,0.00501100473386442
31,0.0008422908750633433
32,0.005785338181146259
33,0.026540759367750792
34,0.0014331238816346552
35,0.0028655158540591905
36,0.006476449971000768
37,0.053741765095469
38,0.0035067080545056954
39,0.012119070755233545
40,0.003548750511259961
41,0.00349608599820355
42,0.007657125637992458
43,0.008458879014133218
44,0.026463783514719515
45,0.004639534342556746
46,0.005053055416689788
47,0.02178930094028466
48,0.014913113836063023
49,0.0027867805947348816
50,0.06973445295086646
51,0.007392741183940975
52,0.0030104455426801717
53,0.003774818927167016
54,0.005405730859977552
55,0.03506217045094868
56,0.07056902092692739
57,0.006735576017781707
58,0.061239099015728334
59,0.010313724570642814
60,0.02339582116741238
61,0.00498624135333272
62,0.0034365473109740016
63,0.002935526182641083
64,0.006135394416035937
65,0.09304925464724602
66,0.017994884161322035
67,0.004713069723879519
68,0.005231178384739764
69,0.18750018919613828
70,0.01914927692557148
71,0.001781312306996373
72,0.058206631998492055
73,0.009708425392882532
74,0.004047232996298576
75,0.023731943643774185
76,0.005053052703636006
77,0.005536288062485066
78,0.018399626539374443
79,0.006373557818140911
80,0.007607673008611225
81,0.0028121295562491475
82,0.003906399650424934
83,0.002578649421241301
84,0.03106799593100113
85,0.10999468925815234
86,0.008173705765828952
87,0.008509473721954187
88,0.11458912358554434
89,0.001668233362642955
90,0.008141557216858546
91,0.0020847305780260436
92,0.014969707256262628
93,0.03307596293284299
94,0.024057388602752354
95,0.0044484269149473385
96,0.007309454979697309
97,0.01236700511013119
98,0.001930630006630206
99,0.005909031888806142
100,0.00501348536733872
101,0.00203606806522804
102,0.03105898295004545
103,0.30943757636496055
104,0.02300079204612985
105,0.015350210327238066
106,0.03817268871190798
107,0.00867514272762724
108,0.01329302347117748
109,0.0050092349302873415
110,0.001163479942048538
111,0.030075183981563863
112,0.006673758918295851
113,0.012233517996707514
114,0.009173253538016034
115,0.005220236416610728
116,0.01561528683902074
117,0.003148828472937119
118,0.013736421172257929
119,0.005687886296250187
120,0.008113507881250683
121,0.015650653680494488
122,0.00577171079974572
123,0.0021977207999662393
124,0.004814797316007445
125,0.010173194088461552
126,0.004338358086159559
127,0.0024375679589442793
128,0.03228834398580257
129,0.01530289449689503
130,0.0025360860663490785
131,0.05124755155070113
132,0.008449885805976685
133,0.004593603481904705
134,0.005913683203266677
135,0.005484197051492744
136,0.015598556279777458
137,0.03662501983122944
138,0.018182528071377692
139,0.10742658982020226
140,0.018650056107690195
141,0.061524577402533066
