Dimension,Importance_Score,Mean_Difference,Std_Difference,Median_Difference,Max_Difference,Q75_Difference
1,0.2414806170658078,0.18685693315512303,0.14202850546418178,0.15925262515000002,0.7328907550000001,0.2657789239
2,0.04627390167503556,0.09423033181387397,0.07624905223479622,0.07984596320000001,0.5783814717,0.128719480775
3,0.097494726708527,0.11927851041493813,0.09105662632077842,0.101471044,0.598264515,0.1723663677
4,0.04278399227809659,0.09498457813895797,0.0800535543845352,0.0732858219,0.5090719500600001,0.13239870645000001
5,0.05417559209078361,0.09884327917763105,0.07985730201529895,0.07821006884999998,0.556456163,0.14587756627249998
6,0.0664933896643039,0.10606877941135459,0.08327671378997338,0.08684919390000001,0.551010758,0.1487426234475
7,0.08742606817324125,0.11456771131062399,0.09546548697446332,0.09313591949999997,0.596161962,0.151630395025
8,0.14408895620183235,0.133278815652452,0.11287748152829276,0.10523090490000003,0.8854896479700001,0.18384130324999995
9,0.097594843203115,0.11855916043431483,0.09418874870980949,0.0961975565,0.6284639089999999,0.170143241325
10,0.1470185008257852,0.14124488868317905,0.11312750568615901,0.11567379235500003,0.6727178617999999,0.200987299525
11,0.0682128542088325,0.10539860256694084,0.08533774214895806,0.08386149819999998,0.559678987,0.15600213405000002
12,0.12977003640697302,0.13427203454062708,0.10715958484625045,0.1089901065,0.618153036,0.194820177
13,0.041586001472618025,0.09696933972522372,0.07469865627784286,0.08389001992,0.432865858,0.13254699657500002
14,0.063333912377935,0.09843590106405398,0.07915475038366365,0.082720451,0.72344926,0.13660785574999998
15,0.04920519929887376,0.09335780060012917,0.08271001221136216,0.07406494995,0.6062550839999999,0.13082080700000004
16,0.054846569799845396,0.10161816295503207,0.08118749952333568,0.08083207140000001,0.5078662077,0.143245930725
17,0.13262530527471794,0.1383821658172822,0.10391572020548161,0.1166445835,0.585741714,0.19515235085
18,0.02673126142606728,0.08873226625985886,0.07232334427828985,0.07381062149999999,0.430859685,0.1244173146
19,0.06463726678916186,0.10146977868187991,0.08299567069147473,0.08223427365,0.6482095642,0.1416806038
20,0.09512365464876218,0.11763023071114806,0.08952871937146782,0.10079296465000001,0.6233108039999999,0.167202098475
21,0.053441701089814594,0.10294888325603742,0.08162081005503607,0.08393294400000002,0.4203501567,0.1470117665
22,0.09971901273705101,0.12332874321893701,0.08986947630224175,0.10752590505,0.5276713670000001,0.1771357225
23,0.0407946396592605,0.09494933539153784,0.07509073596408922,0.07834530669999998,0.47188773700000003,0.13623207075
24,0.0693731569085996,0.10711389352356998,0.08778787553240705,0.08668160400000005,0.5203513949999999,0.152707398
25,0.05688741141272244,0.09993554895879662,0.08204618575089012,0.08075537015,0.5606021880000001,0.14150671275000004
26,0.06464760634593876,0.10537904091084209,0.08996664741423657,0.083661653265,0.5120697539,0.14123541847499999
27,0.1286023382675475,0.13717529101503717,0.1008320315093502,0.1201175675,0.521462783,0.19884320935000002
28,0.21774388856698176,0.18160835537347464,0.11894113458654776,0.16391904629999998,0.6753005679999999,0.252236250825
29,0.17313745299785882,0.1599368284602038,0.10951272818439774,0.1425674698,0.586966604,0.22642312275
30,0.06410918004555509,0.09569156024150235,0.0846694945361464,0.07786984199,0.7703060509999999,0.13159982175
31,0.1497612091740968,0.14790426294201997,0.1092700972679446,0.1269460975,0.555261388,0.207923649125
32,0.02842590707439587,0.08851412929333904,0.06974464006862266,0.0709495151,0.5112714043,0.12557062085
33,0.048164912885763744,0.09549817495956496,0.07698828565419294,0.0777163215,0.5721604229999999,0.1364859785
34,0.1499857500612643,0.14476756912267885,0.10467214813255384,0.1260665096,0.659897119,0.20708401524999998
35,0.07449541160003315,0.11244388727506406,0.08624764871645994,0.09395624925,0.473936021,0.1580993011
36,0.061296212051076944,0.10306109856669997,0.08488767077077115,0.08313975350000001,0.520944372,0.14701374949999998
37,0.017286639876583645,0.08614382718342227,0.06665495947165265,0.07255440169999999,0.39512978499999996,0.12044204005
38,0.05876767478986665,0.10328536085234717,0.08553360839731035,0.0829851461,0.48863771500000003,0.14258262717499998
39,0.17826510588183944,0.1602242164292801,0.11227270332399722,0.13949853149999997,0.681353405,0.22263654299999996
40,0.02896372367588716,0.08686445714970865,0.07291152336729054,0.06962227150000001,0.527342037,0.12282462182500001
41,0.05822134168824343,0.10166029347626901,0.0833001097999735,0.08142869150000001,0.5210880339999999,0.14649812500000003
42,0.043572485440978914,0.09678489983569594,0.07687461268840934,0.07871847732250001,0.4579951503,0.13980166625000004
43,0.11755904386990032,0.1289432369602238,0.0984988073039234,0.10938374414999999,0.6255577837,0.182066986875
44,0.08981499653618667,0.11089363243077316,0.10189984384588877,0.08387735845000001,0.672822401,0.155178934
45,0.10941883419061466,0.11925069522872687,0.10013085360348765,0.09219522623395,0.7732472420000001,0.17326558555
46,0.06088058765416332,0.10370797041186694,0.08373302813275507,0.083706252,0.519471615,0.14582200749999996
47,0.11500645684649392,0.12403926159969896,0.096324747173641,0.10646666725000001,0.718673856,0.175634054175
48,0.061941590549793896,0.10224783688744994,0.08405075908776717,0.08020532765,0.5797232502999999,0.146280345825
49,0.059697262370394216,0.10463642668510095,0.08477743835068134,0.08555977425,0.4603861119,0.14584163237499997
50,0.06357926060157763,0.10523609841794788,0.08262304365496183,0.088325521995,0.519113823,0.1457762755
51,0.09277117409649127,0.11850781775137001,0.09358890249309028,0.09707023200000002,0.552065283,0.16898892000000004
52,0.03388397269587472,0.09328882595190595,0.07498425233134348,0.07438632565,0.41997623399999995,0.13417847075
53,0.09009885909728968,0.11547098139333895,0.09453910808160804,0.0930156185,0.5977977289999999,0.1619825794
54,0.07154305078046544,0.10189330061958474,0.08431943183740093,0.08423955,0.7130444800000001,0.14490495609999998
55,0.044058057317640245,0.09445889828902702,0.07673323816911325,0.07684442055,0.535029694,0.13436526645
56,0.0696890168022658,0.10334165326396996,0.08428655643810402,0.08313836199999995,0.6625485119999999,0.14772449449999997
57,0.1532714113083748,0.14796601328983003,0.10702856285415603,0.1336391805,0.575709313,0.20907327512499999
58,0.09855241886512163,0.12023055194013291,0.09397513657553595,0.10132194299999998,0.5661072194,0.17395471050000003
59,0.04418469894454529,0.09627331295365613,0.0769735726488784,0.07938638605000001,0.471246213,0.13890973677500001
60,0.08376482719139737,0.10791609684156632,0.08877607433513579,0.08778872,0.735953182,0.15176493415
61,0.05554199626744018,0.10367183037597866,0.08112831010925754,0.08617245029999998,0.443311691,0.144613589125
62,0.07051722511449111,0.10646279157709375,0.08304763640652896,0.09080060549999999,0.57270132,0.15095116950000004
63,0.07372483057679391,0.10970820392462202,0.08806111694067971,0.08841824355,0.5461357389,0.1522821969
64,0.12095826895130359,0.11984862455994928,0.11111441135369035,0.09045264149999993,0.8657644389999999,0.16973844975000002
65,0.09594055368648861,0.1169319621094083,0.09729145527069595,0.0947104695,0.6161322149999999,0.16584565945
66,0.03863244376706832,0.09471056046069494,0.07889943207537935,0.075215489,0.43862402400000006,0.132436804
67,0.09263454432767224,0.11967028223307194,0.09517592352805293,0.094504439,0.501914561,0.1779930312
68,0.16017647451090056,0.15062863894314218,0.10626783101611839,0.1299997049,0.6671675404,0.21688470049999997
69,0.08062766679999234,0.10815475015066107,0.0927904270747953,0.08605936905,0.644872814,0.15294003715
70,0.05094813564394707,0.10457011757969213,0.07933023298774101,0.08485672999999999,0.36688428409999996,0.1493866654
71,0.22654726019142146,0.18480794729029204,0.12694652914128962,0.16135923599999996,0.706275523,0.254673057
72,0.05371286431763231,0.10067312721678595,0.0770388337965902,0.08589676000000002,0.5056936885000001,0.14260742422499997
73,0.040436556128870184,0.09521117367738102,0.07721102666389201,0.07706115294999999,0.453329682,0.135422875325
74,0.11125922857391314,0.1258386499779161,0.10169766807085338,0.10364103969999999,0.5844666512000001,0.17877829837500003
75,0.1161333245938051,0.13323215324588897,0.09134217880824336,0.11866758799999999,0.512630775,0.19098526224999998
76,0.09401894756125087,0.1181234828960253,0.09625776840021727,0.09607113172499998,0.536363557,0.17361456257500002
77,0.1322386646882607,0.13639479309444247,0.09913161296205628,0.11938641224999999,0.622600645,0.19767053335
78,0.08716234569854807,0.11035283318865012,0.09288174183038085,0.086793379825,0.7176295144,0.1537544014
79,0.11181465067172444,0.12843450592867295,0.0949944009324219,0.10811781330000002,0.5740466719999999,0.184833925525
80,0.1050776527552954,0.1166992895292312,0.0947507726207982,0.098823809,0.757290088,0.167777879675
81,0.11524382825372947,0.1312972634725943,0.09963973704220495,0.11396222695,0.4809375327,0.1878664137
82,0.11451988367569112,0.12671934458674006,0.10296676835482152,0.10048450500000003,0.6381390139999998,0.17966766649999993
83,0.053646116616333436,0.09899427407822604,0.08302558954197815,0.07780873020000001,0.539757967,0.13966571730000002
84,0.07282980217791662,0.10559200068483805,0.09113981456813394,0.08342039209999999,0.6089294559999999,0.14757296425
85,0.055103920812904786,0.09913338157972337,0.0809760562634329,0.07922005630000001,0.5654135641,0.14157825614999997
86,0.05458275728469114,0.09899297556232992,0.0809879992614201,0.08074128650000004,0.547561377,0.1409577921
87,0.056704656401927206,0.10263833459693895,0.08327774290027438,0.0819142104,0.4663850046,0.14967739060000002
88,0.09115026649730043,0.11906919174585784,0.09290122714345647,0.10044043325,0.48524015400000003,0.171634557875
89,0.07805839016138214,0.11535881603389002,0.08327402274436618,0.098295465,0.46913461781,0.16416210834999997
90,0.0802501178755064,0.11353267226800792,0.08806669136374969,0.09453256449999997,0.54181841,0.15580670549999998
91,0.13717006113117097,0.1392280920557443,0.10367577990390656,0.12310928715000001,0.62514101,0.18887580062499998
92,0.04502537599447546,0.09637305952284497,0.08018974686071002,0.07639032045000002,0.49282080699999997,0.1344523436275
93,0.062428072707258093,0.09683237347743401,0.08587619483180514,0.07765792694999998,0.7128429709999999,0.132475894825
94,0.07840648093673055,0.11153997426531284,0.08883004221077347,0.09029692565,0.5454135090000001,0.159907639675
95,0.050209179526685736,0.09977966096764204,0.07945277379629669,0.080626696,0.480028056,0.141665099975
96,0.16758531868605706,0.153434537429473,0.11103326360338248,0.1355638092,0.654251351,0.217216530475
97,0.051199647895453226,0.10009413638173789,0.07856126444460385,0.08397233329999997,0.490285344,0.13780971229999997
98,0.13965578972433731,0.13378167429436913,0.10075923302958235,0.11229543019999999,0.833247647,0.195009512475
99,0.06385737087181864,0.10545285068439691,0.08592463648499934,0.08519121334999999,0.5004161896999999,0.148280030025
100,0.052307461161527624,0.097241603362857,0.07675074419785283,0.0796662125,0.5969693738,0.13877205685
101,0.07207422783404341,0.10105469060883382,0.08590617238440103,0.07934347814999998,0.771554351,0.14141556295000002
102,0.0650671280837659,0.10362991110929501,0.08509342271678669,0.08445129175000002,0.588180556,0.141289470625
103,0.12293369916150246,0.12478040084790697,0.10813962016685909,0.09543758072500003,0.8214824650000001,0.171831998725
