Dimension,Importance_Score,Mean_Difference,Std_Difference,Median_Difference,Max_Difference,Q75_Difference
1,0.13466896202333997,0.14993827121392703,0.1218735947796438,0.12381494099999998,0.7601914999999999,0.209029063
2,0.16795030998403077,0.1642530371593481,0.12522075358338194,0.14113361354999998,0.67270118,0.23823241137999998
3,0.19061961840482064,0.1742996874607633,0.12024610153629581,0.16180404076,0.635052503,0.24195115775
4,0.07366132874518454,0.1275720532548618,0.09849812904599414,0.10844796135000001,0.603478491,0.1802312133
5,0.08482018333284415,0.13183419625541604,0.10470655753199663,0.11082750715,0.648510754,0.179333515
6,0.09788454941931059,0.1368168125196428,0.10328534185175686,0.11248835924999998,0.742396712603,0.19486729600000002
7,0.10895775706247324,0.14167745933755077,0.11712233955708783,0.1125173689,0.663584366,0.201637868705
8,0.1412664307849445,0.15537707420073227,0.12245034372128608,0.12269839649999997,0.7107181869999999,0.22586788975
9,0.07647760137462052,0.12842015945754742,0.09987767476190317,0.107000418,0.641890183,0.18334195798
10,0.07019464642202405,0.12640678968575897,0.11377920972813349,0.09252454299999996,0.726414204,0.167381693025
11,0.060895625666218256,0.1230116944190068,0.11035842167830692,0.0923714665,0.6432546379999999,0.1651529548875
12,0.09420882378568646,0.13652790678629692,0.11508825605062209,0.10498617250000002,0.622061163,0.198309332
13,0.12960388244728957,0.14938683033454883,0.11421672519927577,0.12884752065,0.5846451522,0.221141591
14,0.14200123849555157,0.15235252752552794,0.12016242239708243,0.12549448745,0.7732095831,0.225031883
15,0.08945817522855223,0.13384184943732608,0.10658133449446011,0.10597543945,0.7580462245,0.18374654353499997
16,0.11708760563401781,0.14472757585712312,0.12745093789080425,0.11199857325500001,0.7032594422,0.194116429
17,0.04204465614559177,0.11264917372914408,0.09851031381156818,0.08600479475000006,0.740313083,0.160060321975
18,0.02525412281188803,0.11091509428363054,0.08835383481834541,0.089243762,0.466780901,0.15895608514999998
19,0.11958440755127217,0.14837671299755192,0.11676482958814521,0.12036085081,0.578447506,0.208913307025
20,0.10585696375897918,0.13855388154035597,0.112423077170759,0.11129935020000001,0.80737254,0.19188007799999998
21,0.07767880122369475,0.13020051870718108,0.10897233705001239,0.10078979915,0.629447557,0.1830663234
22,0.0641464392295524,0.12534800549241196,0.1003219746557818,0.09928044705000001,0.5711951892999999,0.18186343975
23,0.06201942760748017,0.12694486192086007,0.09760175868876253,0.10275213400000002,0.510102108,0.17346545344999995
24,0.11370756200937061,0.14480950797161,0.114101278115069,0.11845025399999998,0.607312248,0.20611129749999993
25,0.043668468836968864,0.11681280970155188,0.09461852644364929,0.09388752005,0.5287116174,0.16991329376749997
26,0.017794351551139134,0.10823025295194946,0.08982658725656112,0.08326673555,0.46893695320000006,0.15506492524999999
27,0.1490373628487161,0.1584539532885138,0.12351439705506678,0.12697533805,0.720300824,0.227414801925
28,0.07065029163756432,0.1264310332862888,0.10482546988416196,0.10014226999999998,0.6436809303000001,0.17829087550000003
29,0.08876950116853705,0.13477529378598727,0.11108586832976121,0.10487725205,0.5646144740000001,0.20220104225000002
30,0.048092934381848626,0.11672222031771434,0.09094052265969427,0.09928715949999997,0.595880143,0.167360373
31,0.08917951094033987,0.13376980485752932,0.10583426322364836,0.103050686,0.7496216600000001,0.19520022374999996
32,0.061219067920291706,0.12054156579431893,0.10853374492429911,0.08993399199999999,0.710777253,0.17561662445
33,0.07125343333201566,0.12846427227930812,0.1038075479802716,0.09943675999999999,0.6806361830000001,0.17244140850000003
34,0.07607017865916214,0.1271125163851189,0.10525317053816503,0.1018354075,0.690966368,0.18254443250000002
35,0.08588925723899245,0.13360336683404508,0.11306788521399808,0.1002479045,0.633809089,0.19440830515000002
36,0.019089489575459723,0.107749017095539,0.0896154838753353,0.08248719239999999,0.5298134240000001,0.154766988325
37,0.10247091563111581,0.13700634119638125,0.10915719180882832,0.1121819692,0.788356701,0.19189205315
38,0.08596740681879694,0.1313856265417337,0.11034897935403006,0.10132083315,0.743910313,0.187256710075
39,0.1335868319060062,0.15310421972804786,0.11741187594600933,0.12665259800000006,0.6139997098,0.21882709849999998
40,0.08598314070208102,0.13267076920117227,0.09748612006849768,0.11271992545000001,0.673603177,0.187207476875
41,0.23437255328218226,0.191010034243368,0.13771303333442075,0.16471926050000002,0.945609524,0.2528317918
42,0.06881156245765606,0.12696873783978113,0.09912829749210735,0.105620995,0.5972507727999999,0.17251876400000002
43,0.15075526850061052,0.16033192292030882,0.11989431348421437,0.13332054100000001,0.6579053100000001,0.22568393882499999
44,0.12217363724831029,0.1426031973595619,0.11632735632359449,0.11811087999999999,0.84110099,0.2040529799
45,0.09542949465646774,0.1363466064320691,0.10472273498168695,0.11531329168,0.617482037,0.194946160855
46,0.17331204912807058,0.16718406050788728,0.11426548596881483,0.15467476800000002,0.6531690059999999,0.23365287395
47,0.32655190102666726,0.22449037529513347,0.16889651716808013,0.191125387,0.982045591,0.32854390134750006
48,0.03981972613750125,0.11784667825656485,0.09703971435044852,0.08986023275,0.479821607,0.167081648425
49,0.08096397217985109,0.1320513085872831,0.1066092962021044,0.10603040449999998,0.566986561,0.187981588125
50,0.11993944989141118,0.14458933066899,0.12128942360361575,0.12086699740000001,0.6757503148,0.1955320293225
