Dimension,Mutual_Information
1,0.08336491502151029
2,0.0057882583254479855
3,0.17078079997224824
4,0.004288760834827009
5,0.006343780982934248
6,0.0685975281442046
7,0.15661218874482571
8,0.010581788728573828
9,0.009840042395962277
10,0.044436296162764226
11,0.05577128199249284
12,0.037377341395708995
13,0.0788373602297066
14,0.07232262375694054
15,0.07248361927332475
16,0.02694458877282755
17,0.014439063072683618
18,0.08576618598044071
19,0.04702854839639651
20,0.198987927858366
21,0.020511652298732398
22,0.06487128163042508
23,0.04506348262779893
24,0.006355009337045879
25,0.04586026951336476
26,0.01749344267616461
27,0.016366513201013476
28,0.05117248806315429
29,0.008450438329995633
30,0.14177049987978899
31,0.04958342964503528
32,0.0034178820258261144
33,0.02659797522809869
34,0.016775845082312148
35,0.006031404573694492
36,0.09300352785984294
37,0.030803387986466563
38,0.03468792314611454
39,0.02294011660277482
40,0.017461567968481313
41,0.0026506826630263366
42,0.005782544290174073
43,0.06579444361888308
44,0.1940468742974895
45,0.03512029017025847
46,0.03194443012023068
47,0.013042124913711038
48,0.05805531301532232
49,0.02601719671031679
50,0.07724351670650734
51,0.019096677175807104
52,0.09834558457190097
53,0.038260322209038106
54,0.014499039698043358
55,0.047313807032093154
56,0.03973786266337505
57,0.01354031150778063
58,0.03201568607734886
59,0.006924140512965048
60,0.028536663458724652
61,0.004501621918355091
62,0.0020156057150888733
63,0.08961083818298489
64,0.15251244803614677
65,0.12399968669816785
66,0.01587427519263917
67,0.031911330049233286
68,0.19738699163002132
69,0.093217861512485
70,0.025388642816915254
71,0.013647744991053097
72,0.02891451041297046
73,0.054563114066134864
74,0.006417506499973434
75,0.016760460708925
76,0.03445648568067047
77,0.003016864290000663
78,0.006703618325700038
79,0.09413512771059664
80,0.04418273444981922
81,0.023732929817251967
82,0.003585390074961191
83,0.007907021656500472
84,0.02374943047393767
85,0.012650907930201467
86,0.08035214465971888
87,0.06173942799764078
88,0.015597510645762987
89,0.02356269458166286
90,0.006672699031615069
91,0.00585647497869906
92,0.14953716537911363
93,0.008019044697720724
94,0.24861881826029103
95,0.017343665020660336
96,0.015386507407510054
97,0.008537740227559397
98,0.020079639809274637
99,0.00836449853208452
100,0.042226239762236564
101,0.017391515380392346
102,0.004711742582618077
103,0.04186301242871133
104,0.015369660959654181
105,0.08455933398771567
106,0.004442454001789352
107,0.03107417617083568
108,0.08301789410756061
109,0.005271484448048001
110,0.01353589499848585
111,0.007909167915503022
112,0.08341030174786374
113,0.006379068497123129
114,0.07581539316318692
115,0.017700603995485155
116,0.039814430404024596
117,0.12556338831463185
118,0.03556570514581675
119,0.22315604506454967
120,0.14112088950403948
121,0.09281278800313342
122,0.05730971534648999
123,0.0023282282711331523
124,0.011900882079253853
125,0.051931337059235264
126,0.0465683165259066
127,0.11773248425087525
128,0.048352489102993744
129,0.013728142690148416
130,0.009993080778646586
131,0.019502079373780658
132,0.0983381144568565
133,0.15525583860913875
134,0.02276263377528761
135,0.01848529959190135
136,0.007434046440556598
137,0.07156386510447006
138,0.06282459973310876
139,0.0025277897043461876
140,0.003577062281633479
141,0.0814841073988853
142,0.0957131197956247
143,0.028631559974134455
144,0.006503091457920988
145,0.00301234288338343
146,0.018052984759808183
147,0.0443748122169714
148,0.13043223919306812
149,0.004036728168776975
150,0.11483775557443762
151,0.20755327597306042
152,0.09442510410090119
153,0.03653478868998267
154,0.021742440865558176
155,0.07150841956918991
156,0.08541760374692213
157,0.022309827613021048
158,0.017506822720773828
159,0.16262675181270111
160,0.05865380020358376
161,0.08987110355852707
162,0.022998132236823364
163,0.015840458350897
164,0.032417335142346515
165,0.20036768142734754
166,0.12992130141381003
167,0.023500874612862356
168,0.012418521220853428
169,0.0840813404003117
170,0.08558711010452445
171,0.1516807822382826
172,0.1038726139419738
173,0.013701485325697725
174,0.01082776107608132
175,0.055814918142947464
176,0.003199446610542179
177,0.05965152751812067
178,0.0073467070943627685
179,0.01375557463148639
180,0.04786967573395891
181,0.014613918790982346
182,0.008458045773612387
183,0.006953575614487374
184,0.02882787586236015
185,0.05914278037380334
186,0.0287987882652658
187,0.05073133775052976
188,0.07082964240047117
189,0.11859988997744292
190,0.21225615672014664
191,0.08559932567686278
192,0.0080763311237299
193,0.06824566782614423
194,0.026104171633086558
195,0.041767105145163276
196,0.10483057507855272
197,0.021800826798158368
198,0.01017800914695157
199,0.0057344480870679185
200,0.10190577913257272
201,0.017497835008197953
202,0.09707993331291538
203,0.014859943654385942
204,0.0035027427577728125
205,0.12094807158911268
206,0.04690036223633716
207,0.025588292783745817
208,0.14416452806929372
209,0.012716838228730166
210,0.03934587249169273
211,0.018165948342518203
212,0.001950191875737132
213,0.021923398936436307
214,0.02355701081443893
215,0.08880906873965314
216,0.010718041217585218
217,0.05380952594046168
218,0.011781872359947106
219,0.09124509197407017
220,0.10878752538291467
221,0.06803789674346727
222,0.09168702353701574
223,0.005106215380633557
224,0.0745128153790684
225,0.010764872782246061
226,0.012809189425294139
227,0.08449224545982056
228,0.04947318958816777
229,0.050076906403550635
230,0.004422184776960457
231,0.04726961769771793
232,0.017926981239825966
233,0.037736883616747124
234,0.016478996726438322
235,0.02148634564216042
236,0.21469027652208897
237,0.04478769245659542
238,0.057438686058917984
239,0.06714990867919399
240,0.01621552456226017
241,0.07814397954701859
242,0.15163123707679427
243,0.04079693041373471
244,0.07121258069734654
245,0.04237508329021775
246,0.004440692773680095
247,0.010927786838991226
248,0.005677632742702575
249,0.04127011122344441
250,0.09000685516700076
251,0.015209992850709196
252,0.1983410724320557
253,0.0419331702987285
254,0.010258942721945448
255,0.14807581788526872
256,0.010747533271417108
257,0.07275650231369157
258,0.09736254777712428
259,0.14833347653589954
260,0.06036850300210036
261,0.012008021840666301
262,0.008961523695085634
263,0.014960485286134105
264,0.0660895892608474
265,0.050603631265034185
266,0.017151934451007968
267,0.012567258948139683
268,0.08316042384740858
269,0.0032097191750076397
270,0.1216359368687721
271,0.040784885874785556
272,0.006784659515306789
273,0.07613257889085835
274,0.0572120149396391
275,0.1770522198654983
276,0.002943169680320677
277,0.013657828741622781
278,0.06997826550554934
279,0.13734426164361282
280,0.02466669204024185
281,0.10139087991998903
282,0.021505595439707988
283,0.06640830904494843
284,0.12305966096385842
285,0.028187779619010405
286,0.008582140552928733
287,0.37224345572866613
288,0.00929096304030571
289,0.01952127088943493
290,0.1289980747612053
291,0.09938360044058614
292,0.017882611029898375
293,0.008731979976209246
294,0.03508410465751655
295,0.008434809596728841
296,0.07061961557194112
297,0.00558448211503839
298,0.19702900359563189
299,0.026450782376089124
300,0.2534005615764821
301,0.007769976355085591
302,0.00730741163285515
303,0.10321478619642367
304,0.003000845878467571
305,0.01739871939218516
306,0.04920325787025197
307,0.02350219480729706
308,0.15319568233809003
309,0.25991616574565096
310,0.008098365156312536
311,0.09217512986585673
312,0.010080085261867029
313,0.059430747068326184
314,0.18943539770548512
315,0.010659284562798431
316,0.03301955924788876
317,0.011433982069347863
318,0.013565502103499515
319,0.10943473098507533
320,0.03491444264809902
321,0.011986794200495053
322,0.09648264016315695
323,0.12358376172523942
324,0.010159289208508858
325,0.00552398842839532
326,0.04488235723974584
327,0.008624709110362484
328,0.004205982777529142
329,0.005463333289600379
330,0.003359839112806011
331,0.011517936202923608
332,0.15999248074540903
333,0.015102157034770115
334,0.0780565072142956
335,0.05526111463349565
336,0.03458209949929146
337,0.05581013666520938
338,0.01678461997255576
339,0.094258420752189
340,0.007344569767734337
341,0.09952122530610154
342,0.0658474161807288
343,0.13991825639312605
344,0.04496848446931541
345,0.01865169083049647
346,0.0033308188600041297
347,0.008901330473861317
348,0.029310765884360483
349,0.057854557618644414
350,0.08165609320111983
351,0.1294043544899734
352,0.0362608082805187
353,0.01186140062864225
354,0.05340786594014191
355,0.015861504044736047
356,0.009598803871415366
357,0.005961638124620326
358,0.01702384916410623
359,0.06569006557157568
360,0.0128810347762578
361,0.13226939089123133
362,0.05959937272197492
363,0.016899282272153242
364,0.13802248757518745
365,0.005211359168007988
366,0.055168968707584136
367,0.03974225096574335
368,0.04066017792174805
369,0.09203586583896778
370,0.017806991913324514
371,0.017317694765092408
372,0.020561050672509927
373,0.014879821165625785
374,0.019878131278275334
375,0.011879580721512862
376,0.05558367959038224
377,0.07250209433584984
378,0.017524631733646538
379,0.04485081921930296
380,0.005416837336524337
381,0.142964549896381
382,0.12763064020583892
