dimension,edi_score,mi_score,wilcoxon_score,rfe_logistic_score
683,0.8608711183580737,0.9738690522154645,1.0,0.6161597974322657
669,0.7912865494198729,0.4413170700807953,1.0,0.9283879890976778
742,0.7820291974051206,0.42543928110951146,1.0,0.9165712783499464
142,0.7775521448548137,0.721387314326798,1.0,0.6161597974322657
144,0.7730630600459995,0.7077840270273609,1.0,0.6161597974322657
390,0.767199859010415,0.6900167511619533,1.0,0.6161597974322657
400,0.7646906561780222,0.6824131062153086,1.0,0.6161597974322657
527,0.750094246903882,0.24270983910267266,1.0,1.0
123,0.7485763546703105,0.6335818895252731,1.0,0.6161597974322657
467,0.7470673594425865,0.9260483194118388,1.0,0.3278571001078814
265,0.7423635654425371,0.6147552555017174,1.0,0.6161597974322657
613,0.7379128457575981,0.33834596683494106,1.0,0.8713490491237278
319,0.7317522027817517,0.5825996110750948,1.0,0.6161597974322657
230,0.7292105890143181,0.2904886152107042,1.0,0.8922039588081934
356,0.7252326976211112,0.2540392149783696,1.0,0.9158816372889682
331,0.7230743090354994,0.556302963359179,1.0,0.6161597974322657
121,0.7218606566247365,0.5526252287811096,1.0,0.6161597974322657
602,0.7208027333567826,0.5494194006964007,1.0,0.6161597974322657
135,0.7100174246243465,0.5167366469617457,1.0,0.6161597974322657
601,0.7058110782217187,0.5039901427113586,1.0,0.6161597974322657
273,0.7040889013178302,0.4987714248207873,1.0,0.6161597974322657
732,0.7021683257867253,0.4929514989689543,1.0,0.6161597974322657
469,0.7016499570490632,0.49138068461240253,1.0,0.6161597974322657
553,0.7009168371654619,0.1189155938464973,1.0,0.9755137976356405
308,0.6996175054998388,0.48522174052384365,1.0,0.6161597974322657
222,0.696842478851447,0.4768125688620504,1.0,0.6161597974322657
301,0.6962173600166929,0.47491826936279535,1.0,0.6161597974322657
276,0.6934192716231218,0.46643921362470125,1.0,0.6161597974322657
134,0.6931612238192857,0.46565725058277374,1.0,0.6161597974322657
153,0.688207390500803,0.4506456344661596,1.0,0.6161597974322657
324,0.68612083804515,0.44432274823690815,1.0,0.6161597974322657
109,0.680683598978485,0.42784626621671085,1.0,0.6161597974322657
376,0.6773624012000327,0.41778203052443114,1.0,0.6161597974322657
239,0.6757572318896814,0.4129178810991245,1.0,0.6161597974322657
607,0.6717357593341922,0.40073160062794466,1.0,0.6161597974322657
27,0.6710800816010358,0.398744698406259,1.0,0.6161597974322657
633,0.6705271434808029,0.3970691283449471,1.0,0.6161597974322657
720,0.6698354856960926,0.39497319566400674,1.0,0.6161597974322657
182,0.6621769090563275,0.3717653876647186,1.0,0.6161597974322657
423,0.6606388362159661,0.36710456087574467,1.0,0.6161597974322657
497,0.6601003238931418,0.09776114136781379,0.999999999999938,0.875997491887599
180,0.66,1.0,1.0,0.0
377,0.6592452870489194,0.36288168461196685,1.0,0.6161597974322657
517,0.6577742207989764,0.18650299236570062,1.0,0.7830242156420447
