dimension,edi_score,mi_score,wilcoxon_score,rfe_logistic_score
500,0.9979441126622843,0.9937700383705586,1.0,1.0
461,0.9271535254114027,0.9232513908475976,1.0,0.860236960093222
594,0.8776718776243586,0.7111069756981454,1.0,0.9206075754234431
623,0.8510656134739958,0.933710093702392,1.0,0.6262978898594306
96,0.8419603737637296,0.7453536659650063,1.0,0.782334305868463
74,0.8403738132577716,0.5385660264267592,1.0,0.9783736015792384
505,0.8121166358513495,0.540488575880971,1.0,0.8933982523842031
397,0.7761777746905858,0.4338109639952847,1.0,0.8912357546239462
460,0.7761628003379384,0.3772501378529951,1.0,0.9460889848424999
407,0.7627188287124937,0.6430490803124077,1.0,0.6485665653217623
182,0.7621071894964417,0.3893416660730553,1.0,0.8930130579186276
401,0.7515659309258088,0.7792082760924222,1.0,0.48360941122149814
348,0.7230752296200011,0.6928728175899749,1.0,0.48360941122149814
303,0.7170050266368927,0.6744782630957067,1.0,0.48360941122149814
455,0.7082757048880987,0.6480257729478461,1.0,0.48360941122149814
733,0.707945689342913,0.6470257258412231,1.0,0.48360941122149814
370,0.688095175359748,0.5868726531649653,1.0,0.48360941122149814
654,0.6708197322010071,0.5345228254112049,1.0,0.48360941122149814
715,0.6664027352731038,0.5211379862357405,1.0,0.48360941122149814
698,0.6646857024127278,0.5159348563558135,1.0,0.48360941122149814
99,0.6613050053331101,0.5056903197509112,1.0,0.48360941122149814
431,0.66,1.0,1.0,0.0
162,0.6525009333942955,0.4790113138757154,1.0,0.48360941122149814
734,0.6511927843407276,0.47504722583460063,1.0,0.48360941122149814
706,0.6486084296002463,0.46721584783314235,1.0,0.48360941122149814
40,0.6479695591359554,0.4652798767292304,1.0,0.48360941122149814
46,0.6464360439532066,0.46063286102393086,1.0,0.48360941122149814
481,0.6460085775750275,0.4593375083627822,1.0,0.48360941122149814
507,0.6454327158204298,0.4575924727427893,1.0,0.48360941122149814
113,0.6419941056641766,0.4471724419662642,1.0,0.48360941122149814
616,0.6411032899382962,0.13670805738019187,1.0,0.7823224441259793
627,0.6410502568556796,0.4443122940617279,1.0,0.48360941122149814
614,0.640889176138828,0.4438241706773291,1.0,0.48360941122149814
684,0.6406179655056519,0.44300232027376507,1.0,0.48360941122149814
92,0.6401506330952645,0.4415861614544094,1.0,0.48360941122149814
387,0.6373388810385001,0.43306570067633554,1.0,0.48360941122149814
103,0.6331377387951098,0.42033496660545566,1.0,0.48360941122149814
45,0.6300080238447994,0.41085098190754543,1.0,0.48360941122149814
120,0.6262196239129724,0.39937098211413025,1.0,0.48360941122149814
409,0.6248485111766534,0.3952160950343757,1.0,0.48360941122149814
520,0.6243172855346615,0.3936063203616728,1.0,0.48360941122149814
105,0.6216814964097255,0.38561908058913974,1.0,0.48360941122149814
179,0.6194975115099782,0.3790009445292995,1.0,0.48360941122149814
62,0.619429153111276,0.37879379786656553,1.0,0.48360941122149814
744,0.6193645647441918,0.37859807554206765,1.0,0.48360941122149814
274,0.617771280681205,0.3737699420178654,1.0,0.48360941122149814
447,0.6149155363863388,0.36511617142736164,1.0,0.48360941122149814
286,0.6147896621419413,0.3647347343231269,1.0,0.48360941122149814
347,0.6125485801240402,0.3579435766931238,1.0,0.48360941122149814
280,0.6117946724085978,0.35565900785844967,1.0,0.48360941122149814
102,0.6111428234718278,0.3536837080500559,1.0,0.48360941122149814
56,0.6109708476669882,0.35316256924751155,1.0,0.48360941122149814
337,0.6105891661638304,0.352005958631882,1.0,0.48360941122149814
157,0.6094415518262349,0.3485283394270471,1.0,0.48360941122149814
638,0.6085166873233483,0.34572571972133004,1.0,0.48360941122149814
676,0.6082730261997135,0.34498735268001235,1.0,0.48360941122149814
489,0.6070255439039579,0.34120710329893494,1.0,0.48360941122149814
647,0.6067782944905397,0.34045786265221295,1.0,0.48360941122149814
705,0.6054148814510175,0.3363263079869942,1.0,0.48360941122149814
38,0.6048159402209546,0.3345113345625614,1.0,0.48360941122149814
574,0.604507589945247,0.3335769397876897,1.0,0.48360941122149814
131,0.6035946127353007,0.3308103421817918,1.0,0.48360941122149814
