Dimension,Importance_Score,Mean_Difference,Std_Difference,Median_Difference,Max_Difference,Q75_Difference
1,0.09364819725237043,0.09970849740778799,0.08107592629641798,0.083847802,0.475420669,0.13693417802500002
2,0.26053678094819344,0.15507922753921402,0.0920382706697698,0.15070174724999996,0.5892522392,0.214287882125
3,0.28014852521638145,0.15905759166364725,0.09932042561631672,0.1523177616675,0.681829154,0.210908344405
4,0.14083104495267376,0.11827021750659915,0.08099708101786646,0.1049293729,0.437219545,0.17000764762
5,0.28777516612604964,0.16651418798655307,0.10045151139419667,0.1568427741,0.57334143,0.222636852675
6,0.11238732261866952,0.11027112410504608,0.07739871610865445,0.0950156478,0.4085516186,0.15605468099999997
7,0.18333190721670795,0.12418301423812203,0.09588640226714967,0.10525581845000001,0.6600159409999999,0.173587294225
8,0.1316918240823205,0.10681573352190009,0.09139211103220465,0.08507576500000003,0.650287524,0.1459853645
9,0.08549131796234667,0.09565752512209794,0.07408210398701671,0.07933775064500001,0.561017171,0.1336273255
10,0.2186599776671222,0.136331274536926,0.10292245075825047,0.11277442944999999,0.655534714,0.1979901191
11,0.0864280448437055,0.0957336216694289,0.07694744752039509,0.0789041595,0.5444983687,0.13372016127749997
12,0.09215575729859422,0.08996457710538605,0.07906424045978297,0.07116340844999999,0.757224575,0.12594499207749998
13,0.10334953259591119,0.10013614141060494,0.08504363449227867,0.07966521160000001,0.5582773682,0.1403739627
14,0.06930583143370975,0.09101978339508195,0.07293580227684913,0.07507556650000004,0.520562261,0.12648772425
15,0.12846875291126433,0.10424807616816213,0.08906124793202473,0.0845425055,0.6980274173000001,0.140514250025
16,0.08589782172169513,0.09345566996731601,0.07772955217368792,0.07665974614999999,0.5726293469999999,0.13491773599999998
17,0.28989432253181135,0.15771982095498321,0.11700317629487994,0.1326674782,0.7042775959,0.23284591749999997
18,0.06885001760938962,0.09385100661297004,0.0712395118309849,0.0784419543,0.43753913,0.1337286526
19,0.07449555229057812,0.09251627727925991,0.07783627598597183,0.07575924165,0.498441256,0.127566835125
20,0.08245723557449584,0.09381532114254842,0.07860973254388652,0.07558318575,0.543212727,0.1322423995
21,0.026797704859485117,0.08072998375494508,0.06496653056994244,0.06577947174999998,0.404928774,0.112482886975
22,0.08515207125110769,0.1000342955807181,0.08076685111658242,0.07779958751499999,0.4089863594,0.14325184545
23,0.035698735605528324,0.08007382607478782,0.06898248163207582,0.06467348349999999,0.47458169861,0.11341346859500001
24,0.12149323138321469,0.10883657818288904,0.08813038587156315,0.08710801764999998,0.4967108745,0.153658792025
25,0.25328286013333073,0.15800310883719937,0.09140295800633746,0.15264488400000004,0.455926091,0.21626119725
26,0.06918469334064108,0.08799615552023539,0.07196244189571156,0.071819113325,0.581023559,0.12952850349
27,0.009268769297618964,0.07559552760912235,0.06122657269386713,0.0609032642,0.3817230467,0.1067313554175
28,0.21415672116786838,0.13649489000303727,0.09833937706846502,0.119941041,0.629296184,0.188253306125
29,0.1382350264281618,0.11328411760196581,0.0823106774666038,0.0984117498,0.553969957,0.160652619225
30,0.07467323671842933,0.09220067815824719,0.08193405168929976,0.07301713123300001,0.502176263,0.12406042224999997
31,0.093546954661542,0.09909954346512084,0.08394260562601279,0.07639409429999999,0.501444571,0.141037447375
32,0.14671115555577263,0.112173878265408,0.0967263345327702,0.08659062145000002,0.6199945808999999,0.1603154984
33,0.11355450678117898,0.10653446690241002,0.0795109644761409,0.09131445885,0.487550586,0.15367958425
34,0.11995358730463487,0.10386840074248901,0.08905460690839118,0.079525221,0.634049177,0.145292751175
35,0.25921553610838216,0.15024993865803887,0.10516135248081639,0.1359336455,0.6678411360000001,0.20577226345
36,0.09557714099048864,0.10118854695263853,0.0790304096305595,0.08257652234999999,0.4752570057,0.14520991825000001
37,0.05834870589292862,0.08582139905351295,0.07103139743463091,0.07061686725,0.5513975170000001,0.1197870379575
38,0.030983410421387976,0.08012866013453376,0.06866815679357301,0.06127184600000002,0.470689684,0.11013471770000001
39,0.26630330758545795,0.15708871985469275,0.10321323052046438,0.14382682749999998,0.5297089070000001,0.224883231725
40,0.09722019107742327,0.09664436562162003,0.07730730012674411,0.07552660055,0.6499426660000001,0.14020517615
41,0.15519025551035828,0.11207105238884588,0.10128891064693085,0.08536747109999998,0.7093188981,0.153148103
42,0.05433799170899264,0.08809095349723006,0.07363178352793494,0.068484876625,0.45986871500000004,0.12288875219999999
43,0.09099932953404063,0.09958907344046578,0.07737482195046326,0.08100983149999999,0.47663827189999997,0.144901216
44,0.2289031111178131,0.14211393955879406,0.09106039789709315,0.1327234404,0.611811281,0.20457878157500003
45,0.12150780277994837,0.10708477063796808,0.08469200582504782,0.08713728199999998,0.5600552468,0.15193270569249998
46,0.36804044093294364,0.17996845083827206,0.12046050897500833,0.162732544,0.9563425663999999,0.23998905202499998
47,0.13341157814232307,0.10707081350336824,0.09210723929498937,0.08487069864999999,0.63566175669,0.15168879925
48,0.0843202107009845,0.09125600103405362,0.08076004544042731,0.07261489545,0.6223653030999999,0.12678157767499998
49,0.09870867330100483,0.09865121047602007,0.08448896633089534,0.0763976257,0.57752566,0.1364355237
50,0.09369729348971809,0.10032913234611239,0.0768289886515705,0.08678888900000001,0.4661144708,0.14139676205
51,0.16648666428690817,0.12150600250992,0.09472589686446098,0.10086642950000001,0.5817955208000001,0.168438108575
52,0.08436766329659486,0.09715477186151099,0.07363679603770132,0.08117119999999999,0.487217188,0.140928596
53,0.12814388678144534,0.10435268549004673,0.08803708467394897,0.08124484494999999,0.694758728,0.149380473525
54,0.09266729502839335,0.09329029602817408,0.08006091268783194,0.0756826625,0.63451783687,0.1346567368
55,0.05317742298310662,0.08946436593914306,0.07120181125067047,0.07575129471950001,0.382825717,0.12461118007500001
56,0.15549232626579265,0.11509246270546983,0.0954439053801756,0.09338748500000002,0.607282296,0.16624432812499995
57,0.04066860794001928,0.08627515168013997,0.06737943566957766,0.07037376614999999,0.38933686539999995,0.120562533
