Epoch,Loss
0,0.04319356649648398
1,0.02799502812558785
2,0.020324547367636114
3,0.018505461484892294
4,0.01803366476087831
5,0.01782803380046971
6,0.01761618020827882
7,0.01728917902801186
8,0.017230804776772857
9,0.016711841919459403
10,0.016261097916867584
11,0.016066612617578357
12,0.01576160770491697
13,0.0155954223300796
14,0.015327463275752962
15,0.015162852738285437
16,0.014927287178579718
17,0.014670438860775903
18,0.014528802392305806
19,0.014374097401741892
20,0.014268445578636602
21,0.014172003662679344
22,0.014002695272210985
23,0.013827200455125421
24,0.013653510715812445
25,0.01371376565657556
26,0.013631812616949901
27,0.01356883384869434
28,0.01333030653768219
29,0.013227463146904483
30,0.013138235488440841
31,0.01321033522253856
32,0.01304697711020708
33,0.013042551028775051
34,0.012875622895080596
35,0.012920474982820451
36,0.012705269386060536
37,0.01265335371135734
38,0.012577291461639106
39,0.01260013532009907
40,0.012503804318839684
41,0.012386652000714093
42,0.012325384333962575
43,0.012340672925347462
44,0.01225250042625703
45,0.012214417802169919
46,0.01219179219333455
47,0.012149454036261886
48,0.012099938321625814
49,0.011928119798540138
50,0.011991222156211734
51,0.012029674282530323
52,0.011961006472120062
53,0.011967963713686913
54,0.011748967983294278
55,0.011717129760654643
56,0.011685176577884704
57,0.01170894893584773
58,0.011723569099558517
59,0.0116301323287189
60,0.011703463562298566
61,0.011725185584509745
62,0.011550703726243228
63,0.011586328910198063
64,0.011660174728604034
65,0.011438491579610854
66,0.011550165771041065
67,0.011487736192066222
68,0.011515122227137908
69,0.011422307987231761
70,0.011430317623307928
71,0.0113648634578567
72,0.011390696570742875
73,0.01137623586691916
74,0.011284083855571225
75,0.011295020929537714
76,0.011296122160274535
77,0.011330638866638765
78,0.011215130100026727
79,0.011200603534234688
80,0.011262872139923275
81,0.011217544903047383
82,0.011282749881502241
83,0.011223899113247171
84,0.011171524820383638
85,0.011318638978991657
86,0.01138519321102649
87,0.011083692486863583
88,0.011075358954258263
89,0.01112831148202531
90,0.011090914922533557
91,0.011085028672823682
92,0.01105094575905241
93,0.011019914614735171
94,0.010958037484670058
95,0.01097468612715602
96,0.0110615904268343
97,0.011007834400516003
98,0.010981131286825985
99,0.011022064893040806
