dimension,w_statistic,p_value,p_value_bonferroni,p_value_bh
95,52734.0,1.1502410927405174e-103,8.833851592247174e-101,1.4248147729430925e-102
96,141916.0,1.944226674532287e-32,1.4931660860407965e-29,4.594357187817835e-32
97,54060.0,2.6425010778721116e-102,2.029440827805782e-99,2.9844718055967376e-101
98,158685.0,1.2086989172452916e-23,9.282807684443839e-21,2.4111188790763218e-23
99,231856.0,0.04406712463408222,1.0,0.04969684540231299
100,127673.0,4.770692257535393e-41,3.663891653787182e-38,1.3984319289264055e-40
101,186158.0,2.2885705419107012e-12,1.7576221761874184e-09,3.586984033035548e-12
102,131283.0,9.123799577651665e-39,7.007078075636478e-36,2.4847794594455595e-38
103,125929.0,3.5659470442146034e-42,2.7386473299568153e-39,1.0910945537676555e-41
104,138146.0,1.2936198015614252e-34,9.935000075991746e-32,3.204838734190886e-34
105,208110.0,3.9738302818622796e-06,0.0030519016564702307,5.2528427822207075e-06
106,197941.0,1.029051486768435e-08,7.90311541838158e-06,1.5053553177869676e-08
107,242870.0,0.41918691884718573,1.0,0.43622703749951036
108,222024.0,0.0020036801230597433,1.0,0.0024271708746212662
109,140453.0,2.8358223804841096e-33,2.1779115882117964e-30,6.784771302840486e-33
110,233703.0,0.0700983441472039,1.0,0.07746119180583107
111,54214.0,3.7976466992158525e-102,2.9165926649977747e-99,4.226945891301123e-101
112,226300.0,0.008751167077054383,1.0,0.010183176235117827
113,142622.0,4.8781036408520257e-32,3.7463835961743556e-29,1.1456830569340537e-31
114,238761.0,0.20853147825070883,1.0,0.2224335768007561
115,231149.0,0.03654225707955112,1.0,0.0415154636643421
116,247589.0,0.770837563806182,1.0,0.7841102635803282
117,85258.0,6.531932069536222e-73,5.016523829403818e-70,3.4126012444923936e-72
118,234653.0,0.08776902336027081,1.0,0.095884224666697
119,106793.0,1.439139106056913e-55,1.1052588334517091e-52,5.526294167258546e-55
120,193633.0,5.739114053931106e-10,4.40763959341909e-07,8.558523482367165e-10
121,27952.0,8.715825021265743e-131,6.69375361633209e-128,2.7890640068050377e-129
122,244238.0,0.5104815397405189,1.0,0.5255359551216067
123,85065.5,4.458270946281395e-73,3.4239520867441114e-70,2.3613462667200766e-72
124,83441.0,1.7446008769156507e-74,1.3398534734712197e-71,9.838945735684956e-74
125,81522.0,3.6427520514104835e-76,2.7976335754832515e-73,2.1194193753660994e-75
126,69364.0,2.964000307427207e-87,2.276352236104095e-84,2.2993456930344393e-86
127,62492.0,7.318262061250027e-94,5.62042526304002e-91,6.612265015341201e-93
128,195436.0,1.9722869376553616e-09,1.5147163681193177e-06,2.9241628728172156e-09
129,224094.0,0.004195193660197847,1.0,0.00499520733493325
130,136718.0,1.8536926531454478e-35,1.423635957615704e-32,4.7296875668295815e-35
131,16566.0,2.5721934699021674e-144,1.9754445848848646e-141,2.066094925587399e-142
132,166630.0,5.524716487213996e-20,4.242982262180349e-17,1.0273564799468159e-19
133,180681.0,2.6330154114356935e-14,2.0221558359826126e-11,4.3393902059712716e-14
134,158709.0,1.2412630275143655e-23,9.532900051310327e-21,2.4696632257280642e-23
135,242048.0,0.3692864400341507,1.0,0.38639235142537837
136,111676.0,5.704186623922834e-52,4.380815327172736e-49,2.066422324138083e-51
137,135651.0,4.2725900987364153e-36,3.281349195829567e-33,1.1085639175099888e-35
138,242980.0,0.4261530601022254,1.0,0.4422777704844718
139,233031.0,0.05945233141139316,1.0,0.06626907187801154
140,24196.0,3.560347424805165e-135,2.7343468222503668e-132,1.5190815679168704e-133
141,56792.0,1.5769198899611168e-99,1.2110744754901376e-96,1.659006130808408e-98
142,70220.0,1.8956496593988016e-86,1.4558589384182796e-83,1.3734518286964902e-85
143,198238.0,1.2456378378991934e-08,9.566498595065806e-06,1.815274875724062e-08
144,39771.0,1.8726545752095608e-117,1.4381987137609426e-114,3.268633440365779e-116
145,114611.0,7.234837987128464e-50,5.55635557411466e-47,2.514188042585819e-49
146,47800.0,8.232229820890235e-109,6.3223525024437e-106,1.1708060189710555e-107
