Epoch,Loss
0,0.03875901410356164
1,0.024362436262890697
2,0.017226573429070413
3,0.01569664743146859
4,0.015102230478078127
5,0.014884828851791099
6,0.014711244410136715
7,0.014490829868009314
8,0.014189197652740404
9,0.013829439994879067
10,0.013500116212526336
11,0.013290596281876788
12,0.013142813899321482
13,0.012964553607162088
14,0.012955527898157015
15,0.012834728840971366
16,0.012651834636926651
17,0.012537509959656745
18,0.012505331018473953
19,0.012316883017774671
20,0.012265063909580931
21,0.012229976069647819
22,0.01208591862814501
23,0.011989153339527547
24,0.011954609130043536
25,0.011737880384316668
26,0.011656290094833821
27,0.0116442556027323
28,0.011559037928236648
29,0.01145678068860434
30,0.011372389097232372
31,0.011284375796094537
32,0.011215059756068513
33,0.011001115199178457
34,0.01095819886540994
35,0.010840987204574049
36,0.01092836883617565
37,0.010812327411258593
38,0.010921751469140872
39,0.010633154917741194
40,0.010585731215542182
41,0.010538690170506015
42,0.010474964103195816
43,0.01045417835121043
44,0.010370301024522632
45,0.010241736192256212
46,0.01024273197981529
47,0.010264632990583777
48,0.010199810029007494
49,0.010185794875724241
50,0.010141128281247802
51,0.009968981932615861
52,0.009968015059712343
53,0.010044024558737874
54,0.009939023613696918
55,0.01010292285354808
56,0.009878780823783018
57,0.00992326476261951
58,0.009845490683801472
59,0.009794755780603737
60,0.00977297534700483
61,0.009730029065394774
62,0.009644962759921327
63,0.009548416870529763
64,0.009667090373113751
65,0.00963253686495591
66,0.009554358315654099
67,0.009687602345366031
68,0.009607616564608179
69,0.00954485178226605
70,0.009595075360266492
71,0.009403011034009978
72,0.00946649388060905
73,0.009481296801823191
74,0.009352031935122795
75,0.009261403611162677
76,0.009224772526067682
77,0.009460069064516574
78,0.009345493628643453
79,0.00932030554395169
80,0.009319813165348023
81,0.009203598820022307
82,0.009267833738704212
83,0.009213023746269755
84,0.00922731430910062
85,0.009260038481443189
86,0.009247373644029722
87,0.009209439274854958
88,0.00910298092640005
89,0.00908559733943548
90,0.009123927055043168
91,0.009135769607382827
92,0.009055069647729397
93,0.009001209298730828
94,0.009006132720969617
95,0.008993339608423412
96,0.009114969958318397
97,0.009085448575206101
98,0.009007281536469236
99,0.009031130393850617
