dimension,edi_score,mi_score,wilcoxon_score,rfe_score
0,,0.26203313546352036,,0.0
1,,0.4635417606864965,,0.0
2,,0.24545445591576795,,0.0
3,,0.1593543101859188,,0.0
4,,0.22055624036684018,,0.0
5,,0.33425454339358535,,0.0
6,,0.23081251276599016,,0.0
7,,0.13348343062753948,,0.0
8,,0.2740465181208762,,0.0
9,,0.4310266266081901,,0.0
10,,0.24806659370451556,,0.0
11,,0.26614849462069684,,0.0
12,,0.46754436774048924,,0.0
13,,0.13411644723397315,,0.0
14,,0.14412672659461767,,0.0
15,,0.2953740742170888,,0.0
16,,0.25180023024494425,,0.0
17,,0.39801252045395474,,0.0
18,,0.29958228576420337,,0.0
19,,0.17910525725372978,,0.0
20,,0.25773458508087543,,0.0
21,,0.04593343489422708,,0.0
22,,0.20926381291108875,,0.0
23,,0.377808295780934,,0.0
24,,0.2995021186863465,,0.0
25,,0.22740000044389755,,0.0
26,,0.5291611308215028,,0.0
27,,0.3201636493436107,,0.0
28,,0.44011102363821236,,0.0
29,,0.18731353989634544,,0.0
30,,0.19114925100685062,,0.0
31,,0.24596055232560105,,0.0
32,,0.12085322337976086,,0.0
33,,0.39340931506311,,0.0
34,,0.32461371741778067,,0.0
35,,0.10785415261187872,,0.0
36,,0.3308230420052733,,0.0
37,,0.2576606971568404,,0.0
38,,0.39576730509574876,,0.0
39,,0.36486694654209584,,0.0
40,,0.22920129495948943,,0.0
41,,0.14347080663010128,,0.0
42,,0.2532943302550511,,0.0
43,,0.22909683529694527,,0.0
44,,0.32484952664548256,,0.0
45,,0.16029582234405912,,0.0
46,,0.2237900450901634,,0.0
47,,0.4185414445380438,,0.0
48,,0.3953215551985459,,0.0
49,,0.30852275800444534,,0.0
50,,0.26861203602658457,,0.0
51,,0.3125819663774467,,0.0
52,,0.14944896246067632,,0.0
53,,0.3923620200874379,,0.0
54,,0.2646000181813836,,0.0
55,,0.3098493028421709,,0.0
56,,0.1690969440090758,,0.0
57,,0.45136415423515125,,0.0
58,,0.16068884851622553,,0.0
59,,0.19721704242752655,,0.0
60,,0.21256236090963046,,0.0
61,,0.21542350551733003,,0.0
62,,0.4195214326034672,,0.0
63,,0.10220259806170195,,0.0
64,,0.3591631833160184,,0.0
65,,0.1853898308627155,,0.0
66,,0.39569135806029054,,0.0
67,,0.5017429636118913,,0.0
68,,0.3320309567452352,,0.0
69,,0.3378222951186475,,0.0
70,,0.1620972323109628,,0.0
71,,0.3127477235974748,,0.0
72,,0.0922412071355576,,0.0
73,,0.22913301682686907,,0.0
74,,0.2640747874749936,,0.0
75,,0.8352779794741769,,0.0
76,,0.319399041548317,,0.0
77,,0.1540982040361143,,0.4742659581547575
78,,0.5000598913949331,,0.0
79,,0.32270935364498105,,0.0
80,,0.30055368391449117,,0.0
81,,0.4261211869965724,,0.0
82,,0.43696827505891633,,0.0
83,,0.2594920236837153,,0.0
84,,0.266730497969058,,0.0
85,,0.22983563938476634,,0.0
86,,0.11753586518488122,,0.0
87,,0.40382948777840133,,0.0
88,,0.21796251482452272,,0.0
89,,0.6383658360954725,,0.0
90,,0.17014242493835555,,0.0
91,,0.1481029295424001,,0.0
92,,0.20945795019983857,,0.0
93,,0.18763162693408317,,0.0
94,,0.26803725482593094,,0.0
95,,0.36810943777484234,,0.0
96,,0.3711852030820243,,0.0
97,,0.10655203443338139,,0.0
98,,0.2909527933331796,,0.0
99,,0.08771429272868503,,0.0
100,,0.14147999402921255,,0.0
101,,0.19893483838940454,,0.0
102,,0.2553632295130626,,0.0
103,,0.39696663237433777,,0.0
104,,0.4094955363870829,,0.0
105,,0.35265090272517885,,0.0
106,,0.05695730466698607,,0.0
107,,0.24347168218748771,,0.0
108,,0.2892337561727811,,0.0
109,,0.41817893634348907,,0.0
110,,0.24287350098100607,,0.0
111,,0.09624250893656836,,0.0
112,,0.11158147492788985,,0.0
113,,0.5155541923469256,,0.0
114,,0.41893327747166925,,0.0
115,,0.32868791040922496,,0.0
116,,0.17360810008138144,,0.0
117,,0.18148864972911888,,0.0
118,,0.30815504632873647,,0.0
119,,0.08909903037898684,,0.0
120,,0.16579235172475842,,0.0
121,,0.30604179227188266,,0.0
122,,0.22930089735805678,,0.0
123,,0.13149652008682342,,0.0
124,,0.18373271302165223,,0.0
125,,0.2596640425631769,,0.0
126,,0.21025229140991278,,0.0
127,,0.2894879586018079,,0.0
128,,0.7128606606035733,,0.0
129,,0.3279112988434145,,0.0
130,,0.36512471756476605,,0.0
131,,0.41087311709007224,,0.0
132,,0.24398201931473282,,0.0
133,,0.2916011479206167,,0.0
134,,0.22741423202286812,,0.0
135,,0.11970727762545272,,0.0
136,,0.19213742393743408,,0.0
137,,0.3869022480777422,,0.0
138,,0.07918509862481407,,0.0
139,,0.20518848564267428,,0.0
140,,0.18682112682744803,,0.0
141,,0.3218984502211753,,0.0
142,,0.3100613480362158,,0.0
143,,0.16712491803770993,,0.0
144,,0.43146702437692785,,0.0
145,,0.3439872258419796,,0.0
146,,0.22984653271501293,,0.0
147,,0.41150646983307215,,0.0
148,,0.10121434519286958,,0.0
149,,0.1403546431658875,,0.5961390791139002
150,,0.3340651508807738,,0.0
151,,0.26459079580904593,,0.0
152,,0.15483033873743388,,0.0
153,,0.2704269177782604,,0.0
154,,0.6782840599827191,,0.0
155,,0.1115360253970453,,0.0
156,,0.2120568922396067,,0.0
157,,0.25858828126141165,,0.0
158,,0.3871007981286213,,0.0
159,,0.3413201018626085,,0.0
160,,0.26112002157201564,,0.0
161,,0.20727758849112526,,0.0
162,,0.3963131893311968,,0.0
163,,0.3408389699032878,,0.0
164,,0.2705571973776131,,0.0
165,,0.4195738242739403,,0.0
166,,0.26402729675622316,,0.0
167,,0.25430829178288467,,0.0
168,,0.11152487866069265,,0.0
169,,0.3343608303067814,,0.0
170,,0.3817979122939243,,0.0
171,,0.385483564494921,,0.0
172,,0.220041473800954,,0.0
173,,0.28030886889692064,,0.0
174,,0.25293524267383605,,0.0
175,,0.3308956689303618,,0.0
176,,0.1581849526827309,,0.0
177,,0.7540303279834624,,0.0
178,,0.41068384886740866,,0.0
179,,0.06292979980974352,,0.0
180,,0.3830076793502304,,0.0
181,,0.36885404479056266,,0.0
182,,0.16227363515821536,,0.0
183,,0.22260087884344565,,0.0
184,,0.16860353857083418,,0.0
