Epoch,Loss
0,0.04651229549199343
1,0.03193371737143025
2,0.026059992786031216
3,0.02454775816295296
4,0.02311659575207159
5,0.022172506724018604
6,0.021488916652742773
7,0.021029854367952794
8,0.020774851727765054
9,0.020450962416362017
10,0.020277092175092548
11,0.020005887956358492
12,0.019635418488178402
13,0.019291881006211042
14,0.019061880535446107
15,0.018718191073276103
16,0.01852543791756034
17,0.018404027010546997
18,0.018095859792083502
19,0.01787645576405339
20,0.017583204113179818
21,0.017405766557203606
22,0.017164525779662654
23,0.01696833618916571
24,0.01676267513539642
25,0.01668554201023653
26,0.016411841876106337
27,0.016275403992040083
28,0.01609779306454584
29,0.016205458785407245
30,0.015909288806142285
31,0.015801002271473408
32,0.015654188842745498
33,0.015688657265855
34,0.015661880956031382
35,0.01549739419715479
36,0.015375880611827597
37,0.01525751332519576
38,0.015113554865820333
39,0.015022115054307505
40,0.015082788624567911
41,0.0150937277066987
42,0.014921743131708354
43,0.014799924101680517
44,0.014833333349088207
45,0.014774613257031888
46,0.014733439864357933
47,0.01459256125963293
48,0.014663633279269561
49,0.01454163299058564
50,0.014448686823016033
51,0.014276227477239445
52,0.014318537316285074
53,0.014271290536271408
54,0.01434393905219622
55,0.014282333839219064
56,0.014152683550491929
57,0.01416528265690431
58,0.014153836120385677
59,0.01407935522729531
60,0.014039911417057738
61,0.01403595507144928
62,0.013917363685322925
63,0.01390672056004405
64,0.013868550333427265
65,0.01401410496328026
66,0.013967624516226351
67,0.013783769798465073
68,0.013784530980046839
69,0.01372779015218839
70,0.013746864628046751
71,0.013716857851250097
72,0.013665919745108113
73,0.013760497444309294
74,0.013629980821860954
75,0.013586797431344166
76,0.013592468952992931
77,0.013595555647043511
78,0.013603935978608206
79,0.013526696915505454
80,0.013536194892367348
81,0.013464388262946159
82,0.013536853453842923
83,0.013550015428336337
84,0.013429747108602896
85,0.013407181075308472
86,0.013524961017537862
87,0.013456617365591228
88,0.01342244548141025
89,0.013420350849628448
90,0.013376483402680606
91,0.013238573970738798
92,0.013324426603503525
93,0.013417335751000792
94,0.013331380527233705
95,0.013264638982946053
96,0.013216436869697645
97,0.013255107623990625
98,0.013209562574047595
99,0.01318924647057429
