dimension,edi_score,mi_score,wilcoxon_score,rfe_logistic_score
586,0.9404351646599554,0.8756648307977496,1.0,0.9454875602844053
335,0.92942717140556,0.8166780601222496,1.0,0.9703629751918164
684,0.9085537930535708,0.7228902819805172,1.0,1.0
548,0.8604226160694668,0.6835721043272788,1.0,0.896599475416073
522,0.8358826466819513,0.5806930659579145,1.0,0.924276279164234
264,0.8244467138145455,0.6621348224144509,1.0,0.81159477181699
653,0.8018483736656989,0.5852508809488285,1.0,0.819751714566428
556,0.7952696079093221,0.537477717027991,1.0,0.8467704743826031
470,0.7791203208992808,0.4514072252752249,1.0,0.8828115781131077
718,0.7718332052547789,0.8407464931311474,1.0,0.4834907721220597
45,0.7179748840257396,0.6775394591037553,1.0,0.4834907721220597
699,0.7047330592848031,0.6374127174645539,1.0,0.4834907721220597
411,0.7012268631546195,0.31131336956377476,1.0,0.7896866211722755
393,0.7008484013605273,0.2612548256902973,1.0,0.8371597320080268
641,0.6985993207004149,1.0,1.0,0.1135274138247496
527,0.6953183315982943,0.608883239626648,1.0,0.4834907721220597
60,0.6952483602835573,0.30779088044105074,1.0,0.7755216757000308
174,0.6834291631908087,0.5728554565736614,1.0,0.4834907721220597
259,0.6812511260327694,0.5662553439735424,1.0,0.4834907721220597
531,0.6718307291766235,0.5377086868337064,1.0,0.4834907721220597
194,0.6707569748193518,0.534454885751065,1.0,0.4834907721220597
185,0.6696521586462385,0.5311069579537517,1.0,0.4834907721220597
508,0.6693991464096072,0.5303402542063842,1.0,0.4834907721220597
575,0.6683578059930344,0.5271846771864669,1.0,0.4834907721220597
664,0.6657656224488693,0.5193295755374817,1.0,0.4834907721220597
515,0.6599472081045379,0.5016980169182956,1.0,0.4834907721220597
395,0.6590876785791404,0.4990933819928486,1.0,0.4834907721220597
485,0.6551960603197977,0.48730059938877995,1.0,0.4834907721220597
461,0.6548429648266081,0.48623061304578136,1.0,0.4834907721220597
717,0.6505080836530216,0.16599934583771395,1.0,0.781553822136988
444,0.6485311781490755,0.46710398675022746,1.0,0.4834907721220597
592,0.6480091919594995,0.46552221041817926,1.0,0.4834907721220597
558,0.645377099400527,0.4575461723606872,1.0,0.4834907721220597
525,0.6444168465342287,0.45463631519008596,1.0,0.4834907721220597
316,0.6435635041739605,0.4520504292498793,1.0,0.4834907721220597
327,0.6430180176736007,0.4503974398548497,1.0,0.4834907721220597
34,0.6420962370621048,0.4476041652745593,1.0,0.4834907721220597
1,0.6376353395595848,0.4340862940548018,1.0,0.4834907721220597
665,0.6371493654407419,0.4326136452098227,1.0,0.4834907721220597
564,0.6371021860250872,0.4324706772835962,1.0,0.4834907721220597
166,0.6356837559908342,0.4281724044525267,1.0,0.4834907721220597
690,0.6343256643877848,0.4240569753523771,1.0,0.4834907721220597
657,0.6335088442543864,0.42158176282692744,1.0,0.4834907721220597
244,0.6311046311822419,0.414296268668914,1.0,0.4834907721220597
121,0.6290051677448293,0.407934258252512,1.0,0.4834907721220597
