dimension,edi_score,mi_score,wilcoxon_score,rfe_score
33,0.9577135050201239,1.0,1.0,0.788567525100619
427,0.9304079188240086,0.6520395941200435,1.0,1.0
717,0.9227725083259178,0.8439870313468127,1.0,0.7698755102827762
737,0.9118712433017329,0.8649049673437182,1.0,0.6944512491649464
759,0.9079992042871448,0.6794981090955039,1.0,0.8604979123402201
601,0.8834706186626478,0.571604071505816,1.0,0.8457490218074227
48,0.8833312089566849,0.562780802341714,1.0,0.8538752424417109
259,0.8824585004671229,0.6219311825415172,1.0,0.7903613197940973
183,0.8774453895761873,0.619605082303791,1.0,0.7676218655771461
456,0.8707855101639559,0.5805313591597424,1.0,0.7733961916600373
94,0.8633442776999031,0.4718436796901891,1.0,0.8448777088093262
112,0.862096573376828,0.5704910833579745,1.0,0.7399917835261657
116,0.8567157915083573,0.4138872068920427,1.0,0.8696917506497438
181,0.854186754374396,0.5832048885303458,1.0,0.6877288833416338
694,0.8488630704479466,0.5577374004824923,1.0,0.6865779517572406
362,0.8276428503314555,0.4752412573503197,1.0,0.662972994306958
256,0.8208852381694001,0.2894469107034853,1.0,0.8149792801435152
630,0.8184773679228804,0.4415283572393311,1.0,0.6508584823750714
106,0.8149500434317949,0.3791058740735567,1.0,0.6956443430854174
675,0.7663411317399168,0.22026655932766354,1.0,0.6114390993719202
22,0.7320003495847844,0.660001747923922,1.0,0.0
540,0.727823851505747,0.6391192575287351,1.0,0.0
396,0.722613140607324,0.6130657030366198,1.0,0.0
671,0.7208726268417875,0.6043631342089381,1.0,0.0
113,0.7110116495197373,0.5550582475986865,1.0,0.0
622,0.7087939238131276,0.5439696190656377,1.0,0.0
511,0.7043969570716867,0.5219847853584336,1.0,0.0
343,0.7022874921477044,0.5114374607385219,1.0,0.0
350,0.6976020825175223,0.48801041258761163,1.0,0.0
154,0.6895199771141249,0.4475998855706247,1.0,0.0
663,0.6879698212081518,0.4398491060407587,1.0,0.0
411,0.6863026310545444,0.4315131552727216,1.0,0.0
756,0.6839813130703295,0.41990656535164744,1.0,0.0
597,0.6826224593510873,0.41311229675543676,1.0,0.0
711,0.6825443376995999,0.4127216884979997,1.0,0.0
322,0.6821945468400934,0.4109727342004669,1.0,0.0
505,0.6807092647824922,0.40354632391246115,1.0,0.0
693,0.6804662457327637,0.40233122866381843,1.0,0.0
74,0.6797380416952701,0.39869020847635017,1.0,0.0
728,0.6770260783192601,0.3851303915963008,1.0,0.0
75,0.6752174230503423,0.3760871152517111,1.0,0.0
631,0.6749287424649428,0.3746437123247141,1.0,0.0
758,0.6746627522879663,0.37331376143983186,1.0,0.0
25,0.6728061821071663,0.36403091053583136,1.0,0.0
414,0.6703506280454399,0.3517531402271998,1.0,0.0
307,0.6689264223783727,0.3446321118918638,1.0,0.0
198,0.6677093001281594,0.33854650064079705,1.0,0.0
122,0.6670496940117742,0.33524847005887115,1.0,0.0
705,0.6665935326216252,0.3329676631081264,1.0,0.0
594,0.6657058396493584,0.3285291982467921,1.0,0.0
419,0.6655172653013453,0.3275863265067265,1.0,0.0
328,0.6653671746100445,0.32683587305022216,1.0,0.0
257,0.6651054185805506,0.32552709290275306,1.0,0.0
434,0.663522725001345,0.3176136250067254,1.0,0.0
690,0.6628623324702476,0.31431166235123836,1.0,0.0
43,0.6623412278934826,0.31170613946741305,1.0,0.0
133,0.662157431279563,0.3107871563978147,1.0,0.0
702,0.6615909180758615,0.30795459037930745,1.0,0.0
166,0.6611829618938821,0.3059148094694109,1.0,0.0
5,0.6609971813743585,0.30498590687179244,1.0,0.0
435,0.6601366893410007,0.30068344670500335,1.0,0.0
88,0.65940045310076,0.29700226550380043,1.0,0.0
152,0.6592612931047375,0.2963064655236877,1.0,0.0
398,0.6574509615966668,0.2872548079833342,1.0,0.0
653,0.6567038303315219,0.28351915165760977,1.0,0.0
561,0.6562095773207933,0.2810478866039666,1.0,0.0
194,0.6559679395740275,0.2798396978701379,1.0,0.0
7,0.6559252625520966,0.2796263127604832,1.0,0.0
295,0.6554752572902596,0.27737628645129814,1.0,0.0
95,0.6550041796346017,0.2750208981730084,1.0,0.0
485,0.654308649073766,0.2715432453688297,1.0,0.0
696,0.6540061626224833,0.27003081311241667,1.0,0.0
463,0.653081924711017,0.265409623555085,1.0,0.0
498,0.652782441205249,0.2639122060262452,1.0,0.0
288,0.6524018828132367,0.2620094140661836,1.0,0.0
103,0.6520826308959778,0.26041315447988916,1.0,0.0
490,0.6519189749387639,0.25959487469381975,1.0,0.0
263,0.6511651847910036,0.2558259239550182,1.0,0.0
38,0.6506785010522118,0.25339250526105905,1.0,0.0
227,0.6504849285496788,0.2524246427483939,1.0,0.0
301,0.6504308053434419,0.2521540267172095,1.0,0.0
595,0.6502116560427404,0.2510582802137024,1.0,0.0
652,0.6498357290041241,0.24917864502062081,1.0,0.0
719,0.6493793492942939,0.24689674647146945,1.0,0.0
105,0.6491055318206154,0.24552765910307678,1.0,0.0
721,0.6490637201617828,0.24531860080891404,1.0,0.0
244,0.648646955027725,0.24323477513862468,1.0,0.0
115,0.6486168667397323,0.24308433369866184,1.0,0.0
659,0.648387591998311,0.24193795999155476,1.0,0.0
586,0.648131002083025,0.24065501041512485,1.0,0.0
537,0.647839345323302,0.23919672661651034,1.0,0.0
373,0.6476658911010783,0.23832945550539186,1.0,0.0
355,0.6476573697845931,0.2382868489229658,1.0,0.0
209,0.6476253677931786,0.2381268389658932,1.0,0.0
714,0.6472505770196864,0.2362528850984316,1.0,0.0
158,0.6469504713903107,0.23475235695155375,1.0,0.0
468,0.6465576057516979,0.23278802875848936,1.0,0.0
319,0.6463085781710036,0.23154289085501834,1.0,0.0
598,0.6462684602178014,0.23134230108900677,1.0,0.0
237,0.6451661090465294,0.2258305452326469,1.0,0.0
424,0.6448045475267359,0.22402273763367955,1.0,0.0
331,0.6442017666292952,0.22100883314647576,1.0,0.0
99,0.6438887903306565,0.21944395165328243,1.0,0.0
345,0.6436845596387859,0.2184227981939298,1.0,0.0
13,0.6433518598154251,0.2167592990771253,1.0,0.0
139,0.643289234364515,0.21644617182257508,1.0,0.0
533,0.6431303399054824,0.21565169952741223,1.0,0.0
429,0.6428066629733247,0.21403331486662344,1.0,0.0
691,0.6427722464296878,0.21386123214843897,1.0,0.0
408,0.6426007800597249,0.21300390029862437,1.0,0.0
8,0.6420414950859388,0.2102074754296938,1.0,0.0
662,0.6417917218038337,0.20895860901916877,1.0,0.0
294,0.6417705393392492,0.20885269669624604,1.0,0.0
29,0.6416125236561149,0.20806261828057449,1.0,0.0
371,0.6415807919102624,0.2079039595513123,1.0,0.0
26,0.6413273888844898,0.20663694442244931,1.0,0.0
252,0.641113060899458,0.2055653044972902,1.0,0.0
178,0.6410152516649765,0.20507625832488283,1.0,0.0
173,0.6408359988318925,0.2041799941594623,1.0,0.0
179,0.6406520748900284,0.20326037445014217,1.0,0.0
216,0.6400799217057682,0.20039960852884142,1.0,0.0
101,0.6400295816686089,0.2001479083430446,1.0,0.0
318,0.6399329689822238,0.19966484491111947,1.0,0.0
407,0.6398010786001525,0.19900539300076256,1.0,0.0
591,0.6397221948133542,0.19861097406677156,1.0,0.0
609,0.6395334573824769,0.19766728691238442,1.0,0.0
641,0.6393445295159155,0.19672264757957722,1.0,0.0
541,0.6392957213098507,0.1964786065492537,1.0,0.0
521,0.6388964478796963,0.19448223939848214,1.0,0.0
556,0.6387181110396994,0.1935905551984971,1.0,0.0
131,0.6386782630837649,0.19339131541882432,1.0,0.0
254,0.6386352794711703,0.19317639735585163,1.0,0.0
600,0.6385086081769468,0.19254304088473384,1.0,0.0
610,0.6384879468910797,0.19243973445539853,1.0,0.0
336,0.6384203190606832,0.19210159530341606,1.0,0.0
82,0.6381638382794054,0.19081919139702697,1.0,0.0
378,0.6379122147432353,0.18956107371617664,1.0,0.0
19,0.6378162425694573,0.189081212847287,1.0,0.0
643,0.6373931111906219,0.18696555595310957,1.0,0.0
724,0.6372601057522326,0.1863005287611632,1.0,0.0
4,0.637239540384536,0.18619770192268026,1.0,0.0
539,0.6365833217786725,0.18291660889336278,1.0,0.0
150,0.6363791714044036,0.18189585702201824,1.0,0.0
217,0.6362282700968168,0.18114135048408403,1.0,0.0
18,0.6360510448896082,0.1802552244480412,1.0,0.0
527,0.6358731490431977,0.17936574521598864,1.0,0.0
502,0.635721320674259,0.17860660337129536,1.0,0.0
68,0.6352746431833007,0.17637321591650357,1.0,0.0
174,0.6352581483778685,0.17629074188934307,1.0,0.0
646,0.6352528458220953,0.1762642291104764,1.0,0.0
326,0.6351541147809855,0.17577057390492737,1.0,0.0
50,0.6351238107593006,0.17561905379650306,1.0,0.0
111,0.6348521682436488,0.1742608412182439,1.0,0.0
337,0.6347717616627692,0.17385880831384573,1.0,0.0
66,0.6347647017715643,0.17382350885782147,1.0,0.0
168,0.6345478004330146,0.172739002165073,1.0,0.0
125,0.6343854182255535,0.17192709112776783,1.0,0.0
405,0.6339403115147147,0.16970155757357408,1.0,0.0
222,0.6338760245658899,0.16938012282944925,1.0,0.0
695,0.6335488905437573,0.16774445271878652,1.0,0.0
715,0.6328776451053371,0.16438822552668553,1.0,0.0
596,0.6327635537079581,0.1638177685397908,1.0,0.0
108,0.6327395168601738,0.16369758430086914,1.0,0.0
403,0.6327011918183421,0.16350595909171062,1.0,0.0
348,0.6326836757217373,0.16341837860868677,1.0,0.0
89,0.6326273295943339,0.16313664797166938,1.0,0.0
70,0.6324227558486284,0.16211377924314183,1.0,0.0
713,0.6323729032454648,0.1618645162273239,1.0,0.0
567,0.6322990085470628,0.1614950427353142,1.0,0.0
741,0.632123711124185,0.1606185556209248,1.0,0.0
685,0.6319477217242279,0.15973860862113953,1.0,0.0
470,0.6314429974000263,0.15721498700013142,1.0,0.0
39,0.6313695653566173,0.15684782678308656,1.0,0.0
473,0.6313404563319568,0.1567022816597839,1.0,0.0
557,0.6312247936473316,0.15612396823665853,1.0,0.0
632,0.6312183250108716,0.15609162505435814,1.0,0.0
461,0.6311332642795536,0.1556663213977684,1.0,0.0
335,0.6309433264965983,0.15471663248299158,1.0,0.0
96,0.6305622302277681,0.15281115113884058,1.0,0.0
182,0.6304500078323112,0.15225003916155638,1.0,0.0
302,0.6300802379875053,0.15040118993752669,1.0,0.0
225,0.6300420253831132,0.15021012691556612,1.0,0.0
709,0.629972192206455,0.14986096103227464,1.0,0.0
458,0.6298888801304384,0.14944440065219222,1.0,0.0
142,0.629569122769817,0.14784561384908548,1.0,0.0
77,0.6291717997588662,0.1458589987943312,1.0,0.0
400,0.628978958848639,0.144894794243195,1.0,0.0
716,0.6285354114747272,0.14267705737363645,1.0,0.0
71,0.6284879394743952,0.14243969737197626,1.0,0.0
145,0.628417006526656,0.14208503263327998,1.0,0.0
118,0.6282137274116837,0.14106863705841877,1.0,0.0
472,0.6281785634468051,0.1408928172340255,1.0,0.0
677,0.6281441897451441,0.14072094872572052,1.0,0.0
206,0.6278689264693932,0.13934463234696617,1.0,0.0
30,0.6278285114217438,0.1391425571087192,1.0,0.0
620,0.6277570962477037,0.1387854812385188,1.0,0.0
606,0.627706144186523,0.13853072093261531,1.0,0.0
176,0.627628091927992,0.13814045963995997,1.0,0.0
474,0.6275656201992887,0.13782810099644374,1.0,0.0
703,0.6275003391082178,0.13750169554108918,1.0,0.0
432,0.6271466331935263,0.13573316596763124,1.0,0.0
377,0.6267467963247569,0.13373398162378475,1.0,0.0
380,0.6266313945637675,0.13315697281883754,1.0,0.0
477,0.6265532145584891,0.1327660727924455,1.0,0.0
138,0.6265051986675009,0.13252599333750462,1.0,0.0
54,0.6262762086941888,0.13138104347094381,1.0,0.0
381,0.6262379589422972,0.13118979471148606,1.0,0.0
3,0.6260862904436001,0.13043145221800076,1.0,0.0
284,0.626069780327563,0.1303489016378151,1.0,0.0
613,0.6257876089594732,0.12893804479736573,1.0,0.0
545,0.6257233269219802,0.12861663460990075,1.0,0.0
20,0.6256596673864174,0.12829833693208711,1.0,0.0
584,0.6256496216147243,0.12824810807362147,1.0,0.0
27,0.6254174516376534,0.12708725818826697,1.0,0.0
451,0.6254154827609357,0.12707741380467855,1.0,0.0
710,0.6253497772086449,0.12674888604322448,1.0,0.0
752,0.6253289807341746,0.12664490367087358,1.0,0.0
587,0.6252713594898278,0.12635679744913916,1.0,0.0
602,0.6252630831716326,0.1263154158581631,1.0,0.0
563,0.624719002588644,0.12359501294322012,1.0,0.0
281,0.6245704361114246,0.12285218055712299,1.0,0.0
90,0.6244928777285199,0.1224643886425997,1.0,0.0
342,0.6243766928783481,0.12188346439174068,1.0,0.0
6,0.6242357645045259,0.12117882252262936,1.0,0.0
383,0.6241667712819343,0.12083385640967172,1.0,0.0
339,0.6238920035614066,0.11946001780703308,1.0,0.0
370,0.623780728674387,0.11890364337193543,1.0,0.0
325,0.623640491354851,0.11820245677425527,1.0,0.0
692,0.6235318433860348,0.11765921693017449,1.0,0.0
676,0.6234407330466057,0.11720366523302896,1.0,0.0
151,0.6233315519688257,0.11665775984412857,1.0,0.0
683,0.6230984635001712,0.115492317500856,1.0,0.0
121,0.6229690568663969,0.11484528433198479,1.0,0.0
375,0.6229507118197231,0.11475355909861558,1.0,0.0
679,0.6227909114615144,0.11395455730757259,1.0,0.0
520,0.6226101368033197,0.11305068401659854,1.0,0.0
544,0.6222670453838962,0.11133522691948125,1.0,0.0
42,0.6222595767356698,0.1112978836783493,1.0,0.0
104,0.6221477662475061,0.11073883123753062,1.0,0.0
52,0.6220629662102442,0.11031483105122084,1.0,0.0
495,0.6219828269793578,0.10991413489678895,1.0,0.0
358,0.6217328013157679,0.10866400657883996,1.0,0.0
258,0.6217096708905546,0.10854835445277317,1.0,0.0
543,0.6215328908350166,0.10766445417508347,1.0,0.0
146,0.6214876105068712,0.10743805253435611,1.0,0.0
611,0.6213940536758044,0.10697026837902204,1.0,0.0
644,0.6212916844115614,0.10645842205780705,1.0,0.0
311,0.6210943268145241,0.10547163407262089,1.0,0.0
215,0.6210661811099925,0.10533090554996215,1.0,0.0
208,0.6207767053726565,0.10388352686328238,1.0,0.0
229,0.6206735993986595,0.10336799699329766,1.0,0.0
668,0.6206365394665653,0.10318269733282665,1.0,0.0
658,0.6205822372012574,0.1029111860062869,1.0,0.0
393,0.6203954597970123,0.10197729898506165,1.0,0.0
445,0.6203657531990692,0.10182876599534595,1.0,0.0
170,0.6200576310465074,0.10028815523253715,1.0,0.0
698,0.620014825756777,0.10007412878388534,1.0,0.0
341,0.6199778147811694,0.0998890739058471,1.0,0.0
757,0.6199355653412078,0.09967782670603877,1.0,0.0
344,0.6199349488567039,0.09967474428351966,1.0,0.0
58,0.6199284142287818,0.09964207114390862,1.0,0.0
188,0.6198994784038084,0.0994973920190422,1.0,0.0
548,0.6198942117419186,0.09947105870959316,1.0,0.0
110,0.6198423507318785,0.0992117536593927,1.0,0.0
744,0.6197105408486526,0.09855270424326328,1.0,0.0
605,0.6195780180521966,0.09789009026098291,1.0,0.0
161,0.6194655816195308,0.09732790809765415,1.0,0.0
588,0.6194558707269535,0.09727935363476782,1.0,0.0
364,0.6192971324338941,0.09648566216947044,1.0,0.0
460,0.619227418200208,0.09613709100103984,1.0,0.0
369,0.6192025566811131,0.09601278340556564,1.0,0.0
91,0.6191827415738785,0.09591370786939286,1.0,0.0
395,0.6190488954249188,0.09524447712459401,1.0,0.0
627,0.6190026955979239,0.0950134779896192,1.0,0.0
708,0.6189937542124485,0.09496877106224265,1.0,0.0
446,0.6188762634697272,0.09438131734863651,1.0,0.0
140,0.6186859314939058,0.0934296574695293,1.0,0.0
98,0.6186840942066808,0.09342047103340416,1.0,0.0
200,0.6186330023201003,0.09316501160050157,1.0,0.0
1,0.6186003014738293,0.09300150736914646,1.0,0.0
410,0.618501572275823,0.09250786137911525,1.0,0.0
493,0.6183369266459929,0.09168463322996502,1.0,0.0
57,0.6181324125383009,0.09066206269150456,1.0,0.0
275,0.6179537208832295,0.08976860441614791,1.0,0.0
219,0.6178329718673474,0.08916485933673933,0.9999999999999992,0.0
513,0.6176896062206805,0.08844803110340241,1.0,0.0
203,0.6175968564372152,0.0879842821860758,1.0,0.0
614,0.617519437012239,0.08759718506119507,1.0,0.0
268,0.6174367576080855,0.08718378804042722,1.0,0.0
199,0.6174194243662575,0.08709712183128752,1.0,0.0
519,0.6173837885350666,0.0869189426753333,1.0,0.0
359,0.617345811359023,0.08672905679511503,1.0,0.0
240,0.6173262427060979,0.08663121353048979,1.0,0.0
421,0.6173130507523594,0.08656525376179708,1.0,0.0
242,0.6171196845469162,0.0855984227345811,1.0,0.0
681,0.617101205256991,0.0855060262849548,1.0,0.0
73,0.6170780992524502,0.08539049626225091,1.0,0.0
528,0.6170605035665235,0.08530251783261772,1.0,0.0
299,0.6169557382104277,0.08477869105213859,1.0,0.0
238,0.6169466360136314,0.08473318006815721,1.0,0.0
734,0.616929367165388,0.08464683582694055,1.0,0.0
272,0.6169090324734804,0.08454516236740205,1.0,0.0
243,0.6168011969399569,0.08400598469978457,1.0,0.0
292,0.6167279833275237,0.08363991663761852,1.0,0.0
417,0.6167278118070703,0.08363905903535145,1.0,0.0
665,0.6167098868201275,0.08354943410063757,1.0,0.0
621,0.6165775490902884,0.08288774545144226,1.0,0.0
234,0.6164322178054329,0.08216108902716458,1.0,0.0
193,0.6163775604957554,0.08188780247877747,1.0,0.0
126,0.6163528771834248,0.08176438591712387,1.0,0.0
478,0.6163191403656311,0.08159570182815522,1.0,0.0
664,0.6162897024748559,0.08144851237427973,1.0,0.0
164,0.6162622874063151,0.08131143703157546,1.0,0.0
453,0.6162599019119434,0.0812995095597168,1.0,0.0
686,0.6161342667953018,0.08067133397650915,1.0,0.0
69,0.6161106752492868,0.0805533762464338,1.0,0.0
59,0.6159797688454045,0.07989884422702256,1.0,0.0
85,0.6159327954480305,0.07966397724015262,1.0,0.0
706,0.6159142626188956,0.079571313094478,1.0,0.0
334,0.6159033162626227,0.07951658131311373,1.0,0.0
9,0.6157436162148261,0.07871811090254535,0.9999999900571951,0.0
499,0.6157234900276224,0.07861745013811189,1.0,0.0
603,0.6157231149937983,0.07861557496899156,1.0,0.0
65,0.6156904167945008,0.07845208397250414,1.0,0.0
169,0.6154537898806054,0.07726894940302698,1.0,0.0
224,0.6154394938432071,0.07719746921603553,1.0,0.0
162,0.6153831381648366,0.0769156908241832,1.0,0.0
593,0.6153401624559426,0.07670081227971313,1.0,0.0
366,0.6153147602039153,0.07657380101957682,1.0,0.0
682,0.6150456806695701,0.0752284033478506,1.0,0.0
15,0.6150435264960488,0.07521763248024402,1.0,0.0
36,0.6149991464274158,0.07499573213707925,1.0,0.0
406,0.6149596435870144,0.07479821793507177,1.0,0.0
462,0.6147811881161299,0.07390594058064957,1.0,0.0
650,0.6145325318416661,0.07266265920833086,1.0,0.0
230,0.6144893010112569,0.07244650505628474,1.0,0.0
725,0.6144366909733754,0.07218345486687731,1.0,0.0
317,0.6143717649548919,0.07185882477445929,1.0,0.0
560,0.6143596983616956,0.0717984918084782,1.0,0.0
310,0.6142447057362742,0.07122352868137112,1.0,0.0
153,0.6141690651057639,0.07084532552881914,1.0,0.0
583,0.6141487228653261,0.07074361432663048,1.0,0.0
196,0.6141470241053918,0.07342497646986838,0.9991033813523635,0.0
404,0.6141403728390508,0.07070186419525404,1.0,0.0
64,0.6140620972869388,0.0703104864346945,1.0,0.0
388,0.6140361496370363,0.07018074818518195,1.0,0.0
471,0.6140316174318219,0.07015808716093269,0.9999999999993923,0.0
617,0.6140102616528731,0.07005130826436563,1.0,0.0
530,0.6139966792346092,0.06998339617304634,1.0,0.0
231,0.6139914409612168,0.0699572048060842,1.0,0.0
766,0.6138496195524982,0.06924809776249101,1.0,0.0
516,0.6138400250472885,0.0692001252364429,1.0,0.0
93,0.6137458625471852,0.06872931273592643,1.0,0.0
282,0.6136902226916665,0.06845111345833263,1.0,0.0
340,0.6136595683767994,0.06829784188399665,1.0,0.0
438,0.613657605339939,0.06828802669969482,1.0,0.0
642,0.6135295409813093,0.06764770490654674,1.0,0.0
261,0.6135040788961034,0.06755713870698928,0.9999877519245091,0.0
314,0.613442773653135,0.06721386826567537,1.0,0.0
512,0.6133266198081635,0.06663309904081788,1.0,0.0
657,0.6133198476745388,0.06659923837269408,1.0,0.0
76,0.6131749863371316,0.06587493168565824,1.0,0.0
327,0.6131366876473353,0.06568343823667665,1.0,0.0
114,0.6130634668415891,0.06531733420794562,1.0,0.0
269,0.6129610574608276,0.06480528730413847,1.0,0.0
338,0.6128296023639791,0.06414801181989581,1.0,0.0
320,0.6127972753096896,0.06398637654844835,1.0,0.0
306,0.6127763123852266,0.06388156192613316,1.0,0.0
568,0.6126692315220231,0.06334615761011589,1.0,0.0
547,0.6126621170972477,0.06331058548623877,1.0,0.0
189,0.6126336988566429,0.06316849428321461,1.0,0.0
592,0.6124945682302629,0.06247284115131476,1.0,0.0
165,0.6124792315230108,0.06239615761505399,1.0,0.0
459,0.612478867767338,0.06239433883668982,1.0,0.0
385,0.6124262322800338,0.06213116140016902,1.0,0.0
723,0.6123445348868174,0.061722674434087216,1.0,0.0
117,0.6123374509670739,0.06168725483536991,1.0,0.0
416,0.6123287743761645,0.06164387188082246,1.0,0.0
701,0.6123212413604018,0.06160620680200873,1.0,0.0
316,0.6122832887403268,0.06141644370163375,1.0,0.0
78,0.6122257503082775,0.06112875154138784,1.0,0.0
367,0.612164495616731,0.06082247808365537,1.0,0.0
